"fips","ur.code","division","tot.pop","latino","white","black","amind","api","d.black","d.api","d.white","d.latino","d.mid","d.amind","d.na","d.total"
31153,"3: medium metro","West North Central",169192,13757,139820,7180,829,3844,0,0,3,0,0,0,0,3
31155,"3: medium metro","West North Central",20913,449,20025,137,64,57,0,0,1,0,0,0,0,1
31157,"5: micropolitan","West North Central",36684,8216,27120,318,381,273,0,0,0,0,0,0,0,0
31159,"3: medium metro","West North Central",16998,374,16240,60,22,82,0,0,0,0,0,0,0,0
31161,"6: noncore","West North Central",5294,221,4391,23,487,29,0,0,0,0,0,1,0,1
31163,"6: noncore","West North Central",3107,53,3002,38,8,6,0,0,0,0,0,0,0,0
31165,"5: micropolitan","West North Central",1249,47,1148,0,0,3,0,0,0,0,0,0,0,0
31167,"5: micropolitan","West North Central",6081,305,5626,34,4,16,0,0,0,0,0,0,0,0
31169,"6: noncore","West North Central",5182,58,4974,3,11,0,0,0,0,0,0,0,0,0
31171,"6: noncore","West North Central",675,4,644,0,3,16,0,0,0,0,0,0,0,0
31173,"6: noncore","West North Central",6946,302,2677,7,3878,47,0,0,0,0,0,0,1,1
31175,"6: noncore","West North Central",4254,64,4119,3,16,0,0,0,0,0,0,0,0,0
31177,"3: medium metro","West North Central",20257,496,19306,137,36,31,0,0,0,0,0,0,0,0
31179,"6: noncore","West North Central",9425,504,8534,315,21,2,0,0,0,0,0,0,0,0
31181,"6: noncore","West North Central",3697,160,3413,2,0,51,0,0,0,0,0,0,0,0
31183,"6: noncore","West North Central",847,0,845,0,0,2,0,0,0,0,0,0,0,0
31185,"6: noncore","West North Central",13825,626,12714,129,43,56,0,0,1,0,0,0,0,1
32001,"5: micropolitan","Mountain",24252,3182,18087,575,1161,723,0,0,3,1,0,0,0,4
32003,"1: large central metro","Mountain",2035572,611405,932420,220592,12821,200975,7,2,24,10,0,1,10,54
32005,"5: micropolitan","Mountain",47259,5607,38605,262,1151,718,0,0,2,0,0,0,0,2
32007,"5: micropolitan","Mountain",51562,12351,34833,665,2778,602,0,0,1,0,0,0,0,1
32009,"6: noncore","Mountain",1141,182,902,0,42,0,0,0,0,0,0,0,0,0
32011,"5: micropolitan","Mountain",1669,44,1588,2,25,11,0,0,1,0,0,0,0,1
32013,"5: micropolitan","Mountain",17067,4353,11329,77,828,62,0,0,1,0,0,0,0,1
32015,"6: noncore","Mountain",5946,1613,3875,8,316,61,0,0,0,0,0,0,0,0
32017,"6: noncore","Mountain",5194,371,4372,152,201,4,0,0,0,0,0,0,0,0
32019,"5: micropolitan","Mountain",51657,8079,39607,484,1403,712,0,0,2,0,0,0,0,2
32021,"6: noncore","Mountain",4566,565,2843,60,923,189,0,0,0,0,0,0,0,0
32023,"5: micropolitan","Mountain",42625,6045,33146,1093,776,713,0,0,0,0,0,0,0,0
32027,"6: noncore","Mountain",6722,1550,4489,324,252,52,0,0,0,0,0,0,0,0
32029,"3: medium metro","Mountain",3929,147,3564,17,66,64,0,0,0,0,0,0,0,0
32031,"3: medium metro","Mountain",435019,101261,280739,10468,6755,25848,3,1,9,5,0,0,1,19
32033,"6: noncore","Mountain",9974,1456,7393,416,560,103,0,0,0,0,0,0,0,0
32510,"4: small metro","Mountain",54482,12342,37485,526,1335,1951,0,0,2,0,0,0,0,2
33001,"5: micropolitan","New England",60399,945,57437,328,128,644,0,0,0,0,0,0,0,0
33003,"6: noncore","New England",47513,643,45701,171,51,294,0,0,0,0,0,0,0,0
33005,"5: micropolitan","New England",76430,1239,72378,558,147,918,0,0,1,1,0,0,0,2
33007,"5: micropolitan","New England",31870,477,30101,553,210,137,0,0,1,0,0,0,0,1
33009,"5: micropolitan","New England",89341,1897,81750,779,439,2951,0,0,1,0,0,0,0,1
33011,"3: medium metro","New England",403972,23646,349288,9649,426,14661,0,0,2,0,0,0,0,2
33013,"5: micropolitan","New England",147262,2722,137870,1740,125,2426,0,0,1,0,0,0,0,1
33015,"2: large fringe metro","New England",299006,7369,279490,2237,363,5551,0,0,4,0,0,0,0,4
33017,"2: large fringe metro","New England",125273,2603,115079,1200,151,3615,0,0,2,0,0,0,0,2
33019,"5: micropolitan","New England",43135,600,41275,224,198,395,0,0,1,0,0,0,0,1
34001,"3: medium metro","Middle Atlantic",275376,49845,157071,42859,705,22890,1,0,2,0,0,0,3,6
34003,"2: large fringe metro","Middle Atlantic",926330,166161,549828,54041,1762,144920,3,1,2,2,0,0,0,8
34005,"2: large fringe metro","Middle Atlantic",450556,32991,310668,72631,452,21140,0,0,1,0,0,0,0,1
34007,"2: large fringe metro","Middle Atlantic",511998,78615,299665,99378,1129,28712,2,0,0,2,0,0,1,5
34009,"4: small metro","Middle Atlantic",95805,6733,82334,4534,88,1133,0,0,0,0,0,0,0,0
34011,"4: small metro","Middle Atlantic",157035,44982,76172,32152,1218,2115,6,0,2,0,0,0,0,8
34013,"1: large central metro","Middle Atlantic",791609,171649,252835,315809,1967,39200,7,0,2,2,0,0,4,15
34015,"2: large fringe metro","Middle Atlantic",290298,15737,231202,29365,401,8784,0,1,2,0,0,0,0,3
34017,"1: large central metro","Middle Atlantic",662619,283504,194795,84471,2219,97424,6,0,0,0,0,0,0,6
34019,"2: large fringe metro","Middle Atlantic",126250,7399,109710,3259,80,4776,0,0,0,0,0,0,0,0
34021,"3: medium metro","Middle Atlantic",370212,60119,193628,74587,405,37328,5,0,0,0,0,0,3,8
34023,"2: large fringe metro","Middle Atlantic",830300,162449,382747,81727,1443,193265,0,0,5,2,0,0,0,7
34025,"2: large fringe metro","Middle Atlantic",629185,64639,477374,45844,1030,33453,0,0,3,0,0,0,0,3
34027,"2: large fringe metro","Middle Atlantic",498192,61934,363210,15976,555,48464,0,0,0,0,0,0,0,0
34029,"2: large fringe metro","Middle Atlantic",583450,51293,496778,18073,670,11060,0,0,6,1,0,0,0,7
34031,"2: large fringe metro","Middle Atlantic",507574,198350,219635,63974,2381,27027,2,0,1,1,0,0,2,6
34033,"2: large fringe metro","Middle Atlantic",65120,5012,49283,9133,111,645,0,0,0,0,0,0,0,0
34035,"2: large fringe metro","Middle Atlantic",330604,46148,196255,30070,440,53142,1,0,0,1,0,0,2,4
34037,"2: large fringe metro","Middle Atlantic",145930,10330,127994,3082,80,2724,0,0,1,0,0,0,0,1
34039,"1: large central metro","Middle Atlantic",548744,161529,232402,116922,989,26675,3,0,1,0,0,0,2,6
34041,"3: medium metro","Middle Atlantic",107226,8589,89844,4413,210,2920,0,0,2,0,0,0,0,2
35001,"3: medium metro","Mountain",673943,328327,272139,19994,30359,16319,2,0,12,19,0,1,4,38
35003,"6: noncore","Mountain",3583,629,2862,24,19,12,0,0,0,0,0,0,0,0
35005,"5: micropolitan","Mountain",65811,35657,27381,1150,811,549,0,0,2,2,0,0,0,4
35006,"5: micropolitan","Mountain",27382,10267,5732,278,11149,189,0,0,1,0,0,0,0,1
35007,"6: noncore","Mountain",12997,6321,6230,54,170,146,0,0,0,0,0,0,0,0
35009,"5: micropolitan","Mountain",50497,20152,25277,3207,596,907,0,0,0,0,0,0,0,0
35011,"6: noncore","Mountain",2020,911,1014,0,0,3,0,0,0,0,0,0,0,0
35013,"4: small metro","Mountain",213963,142295,62200,3702,2362,2346,0,1,2,6,0,0,0,9
35015,"5: micropolitan","Mountain",55641,25558,27885,737,859,318,0,0,3,3,0,0,0,6
35017,"5: micropolitan","Mountain",29119,14321,13847,184,397,61,0,0,1,1,0,0,0,2
35019,"6: noncore","Mountain",4526,3498,805,71,127,1,0,0,0,0,0,0,0,0
35021,"6: noncore","Mountain",565,218,345,0,1,1,0,0,0,0,0,0,0,0
35023,"6: noncore","Mountain",4643,2632,1953,12,18,0,0,0,0,0,0,0,0,0
35025,"5: micropolitan","Mountain",68149,37152,26881,2352,610,158,0,0,3,2,0,0,1,6
35027,"6: noncore","Mountain",19931,6212,12753,124,553,36,0,0,3,1,0,0,0,4
35028,"5: micropolitan","Mountain",17939,2905,13264,87,190,1218,0,0,0,0,0,0,0,0
35029,"5: micropolitan","Mountain",24789,15898,8183,291,379,113,0,0,0,1,0,0,0,1
35031,"5: micropolitan","Mountain",73998,10303,7320,603,54674,737,0,0,0,0,0,1,0,1
35033,"6: noncore","Mountain",4660,3838,815,6,6,0,0,0,0,0,0,0,0,0
35035,"5: micropolitan","Mountain",65318,23607,33387,2422,4551,935,0,0,0,1,0,0,1,2
35037,"6: noncore","Mountain",8698,3831,4479,192,57,55,0,0,0,0,0,0,0,0
35039,"5: micropolitan","Mountain",39949,28544,5238,210,6115,147,0,0,1,2,0,0,0,3
35041,"5: micropolitan","Mountain",19908,7982,10781,497,250,119,0,0,1,0,0,0,0,1
35043,"3: medium metro","Mountain",136638,50357,62189,3638,16807,1941,0,0,1,3,0,0,2,6
35045,"4: small metro","Mountain",125133,24504,51317,691,46829,712,0,0,5,1,0,3,2,11
35047,"5: micropolitan","Mountain",28668,22060,5449,521,354,290,0,0,0,1,0,0,0,1
35049,"4: small metro","Mountain",147108,75131,63487,1149,4677,1868,0,0,2,3,0,0,2,7
35051,"6: noncore","Mountain",11615,3380,7772,53,178,28,0,0,1,0,0,0,0,1
35053,"6: noncore","Mountain",17494,8598,6838,131,1803,122,0,0,0,0,0,0,1,1
35055,"5: micropolitan","Mountain",32943,18508,11842,175,1999,266,0,0,0,1,0,0,0,1
35057,"3: medium metro","Mountain",15853,6444,8548,201,335,4,0,0,2,0,0,0,0,2
35059,"6: noncore","Mountain",4339,1771,2348,123,104,9,0,0,0,0,0,0,0,0
35061,"3: medium metro","Mountain",76297,45161,26487,859,3189,427,0,0,0,1,0,0,0,1
36001,"3: medium metro","Middle Atlantic",307463,16987,228043,38612,411,17616,1,0,3,0,0,0,0,4
36003,"6: noncore","Middle Atlantic",48070,734,45548,677,159,575,0,0,0,0,0,0,0,0
36005,"1: large central metro","Middle Atlantic",1428357,780260,146928,475378,7980,53123,6,0,0,6,0,0,1,13
36007,"4: small metro","Middle Atlantic",198093,7459,168178,10764,496,8180,0,0,1,0,0,0,0,1
36009,"5: micropolitan","Middle Atlantic",78962,1525,71985,1247,2219,657,0,0,0,0,0,0,0,0
36011,"5: micropolitan","Middle Atlantic",79173,2145,71808,3448,302,339,0,0,1,0,0,0,0,1
36013,"5: micropolitan","Middle Atlantic",132646,9043,117041,3339,654,982,1,0,0,0,0,0,0,1
36015,"4: small metro","Middle Atlantic",88267,2532,76471,5209,395,1350,0,0,0,0,0,0,0,0
36017,"6: noncore","Middle Atlantic",49549,1024,47078,421,134,279,0,0,1,0,0,0,0,1
36019,"5: micropolitan","Middle Atlantic",81685,2220,73799,3505,255,1104,0,0,1,0,0,0,0,1
36021,"5: micropolitan","Middle Atlantic",62195,2664,54393,2733,38,1104,1,0,1,0,0,0,0,2
36023,"5: micropolitan","Middle Atlantic",49043,1226,45553,866,45,469,0,0,0,0,0,0,0,0
36025,"6: noncore","Middle Atlantic",46901,1660,43421,923,94,310,0,0,0,0,0,0,0,0
36027,"2: large fringe metro","Middle Atlantic",296928,33528,216593,30102,1151,11571,1,0,3,0,0,0,1,5
36029,"1: large central metro","Middle Atlantic",921584,45767,705888,122658,4161,29297,1,0,2,0,0,0,0,3
36031,"6: noncore","Middle Atlantic",38912,1156,35886,1194,97,224,0,0,3,0,0,0,0,3
36033,"5: micropolitan","Middle Atlantic",51280,1675,41999,2856,3705,226,0,0,1,0,0,0,0,1
36035,"5: micropolitan","Middle Atlantic",54606,1483,50960,861,79,358,0,0,1,0,0,0,0,1
36037,"5: micropolitan","Middle Atlantic",59458,1764,54029,1650,608,413,0,0,0,0,0,0,0,0
36039,"6: noncore","Middle Atlantic",48312,2563,41658,3066,13,468,0,0,3,0,0,0,0,3
36041,"6: noncore","Middle Atlantic",4760,63,4512,24,7,6,0,0,0,0,0,0,0,0
36043,"3: medium metro","Middle Atlantic",64034,1247,60852,639,148,488,0,0,1,0,0,0,0,1
36045,"4: small metro","Middle Atlantic",118947,8266,98419,6573,575,2011,0,0,0,0,0,0,0,0
36047,"1: large central metro","Middle Atlantic",2595259,509243,926945,870465,8744,298398,22,1,4,5,0,0,1,33
36049,"6: noncore","Middle Atlantic",27124,451,26014,249,65,131,0,0,0,0,0,0,0,0
36051,"2: large fringe metro","Middle Atlantic",64801,2157,59100,1587,92,890,0,0,0,0,0,0,0,0
36053,"3: medium metro","Middle Atlantic",72427,1455,67735,1484,443,584,0,0,0,0,0,0,0,0
36055,"1: large central metro","Middle Atlantic",749356,59540,536323,115007,2780,26613,2,0,2,0,0,0,0,4
36057,"5: micropolitan","Middle Atlantic",49779,6111,41619,1060,99,385,0,0,0,0,0,0,0,0
36059,"2: large fringe metro","Middle Atlantic",1354612,213372,851645,154320,3384,115452,1,0,0,1,0,0,0,2
36061,"1: large central metro","Middle Atlantic",1629507,420413,767701,244770,6155,190863,6,0,3,2,0,0,0,11
36063,"2: large fringe metro","Middle Atlantic",214150,5412,185219,15823,2086,2567,0,0,2,0,0,0,0,2
36065,"3: medium metro","Middle Atlantic",233558,12024,194569,14063,562,8513,0,0,3,0,0,1,0,4
36067,"3: medium metro","Middle Atlantic",468304,21088,364572,51813,3075,16772,3,0,2,0,0,0,0,5
36069,"2: large fringe metro","Middle Atlantic",109192,4445,99152,2737,301,1335,0,0,1,0,0,0,0,1
36071,"2: large fringe metro","Middle Atlantic",375384,71699,249415,37750,1127,9800,1,0,1,0,0,0,0,2
36073,"2: large fringe metro","Middle Atlantic",42204,1892,36643,2555,242,264,0,0,1,0,0,0,0,1
36075,"3: medium metro","Middle Atlantic",121183,2817,114552,1102,248,782,0,0,1,0,0,0,0,1
36077,"5: micropolitan","Middle Atlantic",61399,2106,56436,1178,149,766,0,0,0,0,0,0,0,0
36079,"2: large fringe metro","Middle Atlantic",99488,12618,80787,2285,495,2326,0,0,0,0,0,0,0,0
36081,"1: large central metro","Middle Atlantic",2301139,643045,601381,425230,8759,562222,12,1,2,0,0,0,1,16
36083,"3: medium metro","Middle Atlantic",159900,6913,135285,9774,147,3748,2,0,1,0,0,0,0,3
36085,"1: large central metro","Middle Atlantic",472481,84336,296800,49754,1152,38077,3,0,1,0,0,0,0,4
36087,"2: large fringe metro","Middle Atlantic",320688,53756,204596,39966,698,19959,0,0,3,0,0,0,1,4
36089,"5: micropolitan","Middle Atlantic",112011,2415,103238,2489,939,1214,0,1,0,0,0,0,0,1
36091,"3: medium metro","Middle Atlantic",223774,6302,205137,3606,277,5349,0,0,1,0,0,0,0,1
36093,"3: medium metro","Middle Atlantic",154796,9854,116261,15764,354,6613,1,0,2,1,0,0,0,4
36095,"3: medium metro","Middle Atlantic",31913,958,29868,452,24,257,0,0,0,0,0,0,0,0
36097,"6: noncore","Middle Atlantic",18410,318,17566,206,41,90,0,0,0,0,0,0,0,0
36099,"5: micropolitan","Middle Atlantic",35144,1087,31511,1576,109,266,0,0,0,0,0,0,0,0
36101,"5: micropolitan","Middle Atlantic",98665,1517,92654,1546,157,1521,0,0,0,0,0,0,0,0
36103,"2: large fringe metro","Middle Atlantic",1501373,267396,1045354,115040,3100,57197,2,0,3,1,0,0,0,6
36105,"6: noncore","Middle Atlantic",76330,11160,56088,6560,175,1248,0,0,0,0,0,0,0,0
36107,"4: small metro","Middle Atlantic",50199,797,47970,377,72,291,0,0,0,0,0,0,0,0
36109,"4: small metro","Middle Atlantic",103855,4818,81151,4315,372,10434,0,0,0,0,0,0,0,0
36111,"4: small metro","Middle Atlantic",181300,17292,145799,10631,270,3497,0,0,1,0,0,0,0,1
36113,"4: small metro","Middle Atlantic",65180,1374,61638,791,164,619,0,0,0,0,0,0,0,0
36115,"4: small metro","Middle Atlantic",62700,1572,58182,2026,152,297,0,0,0,0,0,0,0,0
36117,"2: large fringe metro","Middle Atlantic",92416,3724,83544,3164,221,663,0,0,0,0,0,0,0,0
36119,"2: large fringe metro","Middle Atlantic",967315,225366,535731,139500,3691,55240,4,0,1,2,0,0,0,7
36121,"6: noncore","Middle Atlantic",41446,1313,37232,2372,118,175,0,0,0,0,0,0,0,0
36123,"2: large fringe metro","Middle Atlantic",25187,511,24063,260,28,140,0,0,0,0,0,0,0,0
37001,"4: small metro","South Atlantic",155258,18432,102350,28452,590,2370,0,0,1,0,0,0,1,2
37003,"3: medium metro","South Atlantic",37158,1629,32528,2078,100,397,0,0,0,0,0,0,0,0
37005,"6: noncore","South Atlantic",10911,1017,9521,237,151,22,0,0,1,0,0,0,0,1
37007,"6: noncore","South Atlantic",26135,890,11863,12757,103,306,2,0,2,0,0,0,3,7
37009,"6: noncore","South Atlantic",27114,1373,25136,186,98,97,0,0,1,0,0,0,0,1
37011,"6: noncore","South Atlantic",17695,831,15456,738,80,86,0,0,0,0,0,0,0,0
37013,"5: micropolitan","South Atlantic",47561,3506,31403,12574,23,95,0,0,0,0,0,0,0,0
37015,"6: noncore","South Atlantic",20518,343,7140,12717,119,95,0,0,0,0,0,0,0,0
37017,"6: noncore","South Atlantic",34720,2623,18868,12228,816,15,0,0,1,0,0,0,0,1
37019,"3: medium metro","South Atlantic",115926,5620,94135,12524,449,1245,0,0,2,0,0,0,0,2
37021,"3: medium metro","South Atlantic",247336,15720,207380,16245,979,2729,2,0,1,0,0,0,0,3
37023,"3: medium metro","South Atlantic",89548,5174,73673,5309,431,3255,0,0,1,0,0,0,0,1
37025,"2: large fringe metro","South Atlantic",188375,18419,131169,31078,621,4770,1,0,0,0,0,0,0,1
37027,"3: medium metro","South Atlantic",81758,3984,72024,4050,472,574,0,0,1,0,0,0,1,2
37029,"5: micropolitan","South Atlantic",10161,260,8171,1399,66,224,0,0,0,0,0,0,0,0
37031,"5: micropolitan","South Atlantic",68228,2771,58957,4383,312,862,0,0,2,0,0,0,0,2
37033,"6: noncore","South Atlantic",23174,796,14196,7599,37,118,0,0,0,0,0,0,0,0
37035,"3: medium metro","South Atlantic",154610,13537,119091,13266,470,5919,1,0,7,0,0,0,0,8
37037,"3: medium metro","South Atlantic",67431,8514,48137,8279,288,989,0,0,0,0,0,0,0,0
37039,"6: noncore","South Atlantic",27092,767,24829,438,501,101,0,0,0,0,0,0,0,0
37041,"6: noncore","South Atlantic",14656,485,8822,5006,154,32,0,0,0,0,0,0,0,0
37043,"6: noncore","South Atlantic",10656,316,10232,56,0,13,0,0,0,0,0,0,0,0
37045,"5: micropolitan","South Atlantic",97178,2997,71546,20260,264,954,0,0,1,1,0,0,0,2
37047,"6: noncore","South Atlantic",57230,2734,34457,17424,2005,198,0,0,0,0,0,0,0,0
37049,"4: small metro","South Atlantic",104450,7243,69552,22724,600,2686,1,0,2,0,0,0,0,3
37051,"3: medium metro","South Atlantic",324603,34738,147733,117564,4743,8646,8,0,4,0,0,0,3,15
37053,"2: large fringe metro","South Atlantic",24492,845,21461,1518,156,110,0,0,0,0,0,0,0,0
37055,"5: micropolitan","South Atlantic",34863,2382,30615,779,275,169,0,0,0,0,0,0,0,0
37057,"3: medium metro","South Atlantic",163867,10860,133272,15285,859,2134,1,0,1,0,0,0,1,3
37059,"3: medium metro","South Atlantic",41447,2634,35166,2742,149,170,0,0,0,0,0,0,0,0
37061,"6: noncore","South Atlantic",59453,12627,31023,14835,161,278,0,0,0,0,0,0,0,0
37063,"3: medium metro","South Atlantic",288817,38768,121493,108110,1236,13354,6,0,1,3,0,0,1,11
37065,"4: small metro","South Atlantic",55280,2238,20468,31218,177,126,1,0,1,0,0,0,1,3
37067,"3: medium metro","South Atlantic",361684,44745,209493,93993,855,7842,2,0,1,1,0,0,0,4
37069,"2: large fringe metro","South Atlantic",62296,4913,39545,16006,504,269,1,0,0,0,0,0,0,1
37071,"2: large fringe metro","South Atlantic",209807,13153,156240,31932,831,3067,1,0,6,0,0,0,0,7
37073,"2: large fringe metro","South Atlantic",11724,218,7334,3940,37,19,0,0,0,0,0,0,0,0
37075,"6: noncore","South Atlantic",8700,128,7659,47,660,0,0,0,0,0,0,0,0,0
37077,"5: micropolitan","South Atlantic",58109,4318,34045,18062,361,283,0,0,0,0,0,0,0,0
37079,"6: noncore","South Atlantic",21328,3142,10130,7646,119,32,0,0,0,0,0,0,0,0
37081,"3: medium metro","South Atlantic",506763,38207,265781,169138,2328,22726,2,1,4,0,0,0,1,8
37083,"5: micropolitan","South Atlantic",53407,1379,20929,27868,1802,439,1,0,1,0,0,0,0,2
37085,"5: micropolitan","South Atlantic",124320,14541,78090,26059,1375,1505,1,0,1,0,0,0,0,2
37087,"3: medium metro","South Atlantic",59170,2109,55244,539,191,349,0,0,1,0,0,0,0,1
37089,"3: medium metro","South Atlantic",109719,10814,91730,3382,284,1315,2,0,1,0,0,0,2,5
37091,"6: noncore","South Atlantic",24368,781,8215,14218,248,232,0,0,0,0,0,0,0,0
37093,"3: medium metro","South Atlantic",51075,6302,21011,17441,4108,725,1,0,0,0,0,0,0,1
37095,"6: noncore","South Atlantic",5693,304,3334,2007,25,22,0,0,0,0,0,0,0,0
37097,"2: large fringe metro","South Atlantic",165066,11836,126743,20384,812,3768,0,0,4,0,0,0,2,6
37099,"5: micropolitan","South Atlantic",40812,2159,33052,1262,3595,379,0,0,0,0,0,0,0,0
37101,"2: large fringe metro","South Atlantic",178396,23489,123424,26806,918,1230,0,0,1,0,0,0,0,1
37103,"4: small metro","South Atlantic",10166,424,6305,3224,11,10,0,0,0,0,0,0,0,0
37105,"5: micropolitan","South Atlantic",59418,11434,34689,11330,376,684,1,0,0,0,0,0,0,1
37107,"5: micropolitan","South Atlantic",58782,4186,29696,23657,177,399,1,0,0,0,0,0,0,1
37109,"2: large fringe metro","South Atlantic",79578,5599,67925,4305,168,373,0,0,1,0,0,0,0,1
37111,"5: micropolitan","South Atlantic",44961,2531,39530,1737,205,382,0,0,0,0,0,0,0,0
37113,"6: noncore","South Atlantic",33919,2253,30431,375,165,244,0,0,1,0,0,0,0,1
37115,"3: medium metro","South Atlantic",21027,496,19780,409,67,100,0,0,0,0,0,0,0,0
37117,"6: noncore","South Atlantic",23729,840,12321,10337,86,132,0,0,0,0,0,0,0,0
37119,"1: large central metro","South Atlantic",990288,123971,486387,306396,3196,51918,12,1,4,2,0,0,3,22
37121,"6: noncore","South Atlantic",15330,699,14294,134,64,54,0,0,0,0,0,0,0,0
37123,"6: noncore","South Atlantic",27601,4121,17549,5101,131,441,0,0,1,0,0,0,0,1
37125,"5: micropolitan","South Atlantic",91743,5710,70935,11330,659,988,2,0,0,0,0,0,0,2
37127,"4: small metro","South Atlantic",94722,6138,49439,36183,616,814,0,0,0,0,0,0,0,0
37129,"3: medium metro","South Atlantic",213091,11461,163527,30610,807,3058,3,0,2,0,0,0,0,5
37131,"5: micropolitan","South Atlantic",21011,391,8101,11937,49,36,0,0,1,0,0,0,0,1
37133,"4: small metro","South Atlantic",183753,21348,123644,28495,1134,3857,0,0,0,0,0,0,0,0
37135,"3: medium metro","South Atlantic",138644,11506,96748,16187,607,10150,3,0,0,0,0,0,1,4
37137,"4: small metro","South Atlantic",12982,439,9625,2471,205,136,0,0,0,0,0,0,0,0
37139,"5: micropolitan","South Atlantic",40018,1799,21973,14779,67,686,0,0,0,0,0,0,1,1
37141,"3: medium metro","South Atlantic",55166,3461,40959,9444,223,143,0,0,1,0,0,0,0,1
37143,"5: micropolitan","South Atlantic",13498,308,9659,3276,15,15,0,0,0,0,0,0,0,0
37145,"3: medium metro","South Atlantic",39262,1654,26061,10749,378,169,0,0,0,0,0,0,0,0
37147,"4: small metro","South Atlantic",173798,10042,97424,59347,520,2981,1,0,1,0,0,0,0,2
37149,"6: noncore","South Atlantic",20327,1151,17916,1034,37,25,0,0,1,0,0,0,0,1
37151,"3: medium metro","South Atlantic",142370,15547,114376,8533,774,1449,1,0,1,0,0,0,0,2
37153,"5: micropolitan","South Atlantic",46046,2857,26670,14594,1104,91,0,0,0,0,0,0,0,0
37155,"5: micropolitan","South Atlantic",134871,11028,35850,32513,51027,1070,3,0,0,0,0,1,4,8
37157,"3: medium metro","South Atlantic",92300,5411,67351,16989,440,527,0,0,1,0,0,0,0,1
37159,"2: large fringe metro","South Atlantic",138361,11100,101262,22333,311,1267,2,0,0,0,0,0,1,3
37161,"5: micropolitan","South Atlantic",66865,2592,56071,6809,204,398,0,0,0,0,0,0,1,1
37163,"6: noncore","South Atlantic",63873,11436,33478,16423,1001,263,0,0,0,0,0,0,2,2
37165,"5: micropolitan","South Atlantic",35932,960,16105,13817,3751,285,0,0,0,0,0,0,0,0
37167,"5: micropolitan","South Atlantic",60586,2336,49468,6300,230,1179,1,0,0,0,0,0,0,1
37169,"3: medium metro","South Atlantic",46661,1311,42672,1922,251,174,0,0,1,0,0,0,0,1
37171,"5: micropolitan","South Atlantic",73170,7349,61843,2710,300,483,0,0,1,0,0,0,0,1
37173,"6: noncore","South Atlantic",14163,342,9065,216,3811,75,0,0,0,0,0,0,0,0
37175,"5: micropolitan","South Atlantic",32928,1020,29357,1289,160,205,0,0,1,0,0,0,0,1
37177,"5: micropolitan","South Atlantic",4152,403,2333,1262,69,125,0,0,0,0,0,0,0,0
37179,"2: large fringe metro","South Atlantic",213422,23010,156829,25251,816,4577,0,0,1,0,0,0,0,1
37181,"5: micropolitan","South Atlantic",44829,3167,18454,22237,235,214,0,0,0,0,0,0,0,0
37183,"1: large central metro","South Atlantic",976019,97043,595920,202452,2997,59674,6,0,8,0,0,0,0,14
37185,"6: noncore","South Atlantic",20468,772,7821,10415,942,60,0,0,0,0,0,0,0,0
37187,"6: noncore","South Atlantic",12668,590,5707,6196,20,0,0,0,0,0,0,0,0,0
37189,"5: micropolitan","South Atlantic",52240,1810,48089,592,156,484,0,0,0,0,0,0,0,0
37191,"4: small metro","South Atlantic",124355,13362,67900,38958,272,1438,1,0,0,0,0,0,0,1
37193,"5: micropolitan","South Atlantic",68946,3977,60898,3083,155,254,0,0,1,0,0,0,1,2
37195,"5: micropolitan","South Atlantic",81581,8103,39416,31318,429,821,0,0,1,0,0,0,0,1
37197,"3: medium metro","South Atlantic",37971,3979,32283,1284,118,21,0,0,0,0,0,0,0,0
37199,"6: noncore","South Atlantic",17604,830,16371,207,69,50,0,0,0,0,0,0,0,0
38001,"6: noncore","West North Central",2341,26,2162,31,63,29,0,0,0,0,0,0,0,0
38003,"6: noncore","West North Central",11097,174,10403,104,104,239,0,0,0,0,0,0,0,0
38005,"6: noncore","West North Central",6794,151,2861,0,3735,9,0,0,0,0,0,1,0,1
38007,"6: noncore","West North Central",969,42,885,8,5,29,0,0,0,0,0,0,0,0
38009,"6: noncore","West North Central",6634,119,6158,59,164,15,0,0,0,0,0,0,0,0
38011,"6: noncore","West North Central",3221,142,3013,4,38,0,0,0,0,0,0,0,0,0
38013,"6: noncore","West North Central",2208,117,2054,1,26,5,0,0,1,0,0,0,0,1
38015,"4: small metro","West North Central",88223,1542,80347,806,3345,614,0,0,2,0,0,0,0,2
38017,"4: small metro","West North Central",162500,3805,144298,5166,1898,4386,0,0,1,0,0,0,1,2
38019,"6: noncore","West North Central",3890,0,3742,3,45,13,0,0,0,0,0,0,0,0
38021,"6: noncore","West North Central",5195,151,4884,77,42,18,0,0,0,0,0,0,0,0
38023,"6: noncore","West North Central",2314,4,2210,11,36,20,0,0,0,0,0,0,0,0
38025,"6: noncore","West North Central",4195,116,3484,4,458,60,0,0,0,0,0,0,0,0
38027,"6: noncore","West North Central",2370,79,2146,0,99,5,0,0,0,0,0,0,0,0
38029,"6: noncore","West North Central",3463,4,3352,0,11,16,0,0,0,0,0,0,0,0
38031,"6: noncore","West North Central",3366,39,3248,4,28,23,0,0,0,0,0,0,0,0
38033,"6: noncore","West North Central",1822,36,1741,0,8,0,0,0,0,0,0,0,0,0
38035,"4: small metro","West North Central",68979,2524,59526,1716,1789,1660,0,0,1,0,0,0,0,1
38037,"6: noncore","West North Central",2362,20,2292,8,26,0,0,0,0,0,0,0,0,0
