"fips","ur.code","division","tot.pop","latino","white","black","amind","api","d.black","d.api","d.white","d.latino","d.mid","d.amind","d.na","d.total"
17155,"5: micropolitan","East North Central",5822,279,5423,12,0,15,0,0,0,0,0,0,0,0
17157,"6: noncore","East North Central",33069,937,28318,3406,36,92,0,0,0,0,0,0,0,0
17159,"6: noncore","East North Central",16127,236,15485,70,51,60,0,0,0,0,0,0,0,0
17161,"3: medium metro","East North Central",147161,18061,108746,13906,411,3194,1,0,0,0,0,0,0,1
17163,"2: large fringe metro","East North Central",267029,9849,166996,79877,470,3570,4,0,3,0,0,0,3,10
17165,"6: noncore","East North Central",24783,391,22759,911,121,156,0,0,0,0,0,0,0,0
17167,"4: small metro","East North Central",199016,4205,161766,24595,270,3605,2,0,3,0,0,0,0,5
17169,"6: noncore","East North Central",7311,32,6869,332,16,0,0,0,0,0,0,0,0,0
17171,"5: micropolitan","East North Central",5198,73,5055,0,10,10,0,0,1,0,0,0,0,1
17173,"6: noncore","East North Central",22115,202,21591,122,46,72,0,0,0,0,0,0,0,0
17175,"3: medium metro","East North Central",5859,65,5666,44,0,33,0,0,0,0,0,0,0,0
17177,"5: micropolitan","East North Central",46625,1544,39229,4286,48,391,1,0,0,0,0,0,0,1
17179,"3: medium metro","East North Central",135697,2941,128024,1659,158,1238,0,0,3,0,0,0,0,3
17181,"6: noncore","East North Central",17551,884,16099,267,18,74,0,0,0,0,0,0,0,0
17183,"4: small metro","East North Central",80368,3715,63786,11121,309,690,0,0,1,0,0,0,1,2
17185,"6: noncore","East North Central",11652,184,11124,109,18,106,0,0,0,0,0,0,0,0
17187,"6: noncore","East North Central",17701,1601,15177,467,42,305,0,0,0,0,0,0,0,0
17189,"6: noncore","East North Central",14457,232,13907,107,8,53,0,0,0,0,0,0,0,0
17191,"6: noncore","East North Central",16555,97,16007,108,26,120,0,0,0,0,0,0,0,0
17193,"6: noncore","East North Central",14464,184,14023,58,6,54,0,0,0,0,0,0,0,0
17195,"5: micropolitan","East North Central",57525,6698,48915,1028,153,360,0,0,1,0,0,0,0,1
17197,"2: large fringe metro","East North Central",683995,111709,448959,75835,1467,34288,0,0,1,1,0,0,1,3
17199,"4: small metro","East North Central",67121,1563,60884,2886,178,651,0,0,2,0,0,0,0,2
17201,"3: medium metro","East North Central",290439,34122,206488,36402,688,7327,2,1,3,0,0,0,0,6
17203,"3: medium metro","East North Central",39106,647,37487,228,14,305,0,0,0,0,0,0,0,0
18001,"5: micropolitan","East North Central",34642,1510,32584,242,39,109,0,0,0,0,0,0,0,0
18003,"3: medium metro","East North Central",363453,25365,273309,42063,944,11769,5,0,3,1,0,0,1,10
18005,"4: small metro","East North Central",79488,4956,67492,1579,217,3979,0,0,0,0,0,0,0,0
18007,"4: small metro","East North Central",8752,458,8128,74,2,13,0,0,0,0,0,0,0,0
18009,"6: noncore","East North Central",12476,177,11988,72,8,31,0,0,0,0,0,0,0,0
18011,"2: large fringe metro","East North Central",60511,1539,55938,750,137,1368,0,0,0,0,0,0,0,0
18013,"2: large fringe metro","East North Central",15011,221,14425,49,10,51,0,0,1,0,0,0,0,1
18015,"4: small metro","East North Central",20014,798,18882,68,21,41,0,0,0,0,0,0,0,0
18017,"5: micropolitan","East North Central",38476,5220,31457,537,114,588,0,0,0,0,0,0,0,0
18019,"2: large fringe metro","East North Central",113181,5715,95634,7930,155,1013,0,0,0,0,0,0,0,0
18021,"4: small metro","East North Central",26686,342,25810,63,42,20,0,0,1,0,0,0,0,1
18023,"5: micropolitan","East North Central",32835,4756,27531,407,72,123,0,0,0,0,0,0,0,0
18025,"6: noncore","East North Central",10591,153,10220,11,138,16,0,0,2,0,0,0,0,2
18027,"5: micropolitan","East North Central",32411,1451,30145,498,6,143,0,0,1,0,0,0,0,1
18029,"2: large fringe metro","East North Central",49679,569,47886,394,161,326,0,0,0,0,0,0,0,0
18031,"5: micropolitan","East North Central",26240,478,25010,204,26,341,0,0,1,0,0,0,0,1
18033,"5: micropolitan","East North Central",42449,1107,40452,110,30,192,0,0,0,0,0,0,0,0
18035,"4: small metro","East North Central",117335,2386,102621,6813,145,1504,0,0,3,0,0,0,0,3
18037,"5: micropolitan","East North Central",42291,2750,38857,164,36,273,0,0,0,0,0,0,0,0
18039,"4: small metro","East North Central",200685,29763,152635,11610,269,2211,1,0,3,2,0,0,0,6
18041,"5: micropolitan","East North Central",23773,234,22819,476,0,76,0,0,0,0,0,0,0,0
18043,"2: large fringe metro","East North Central",75900,2179,67339,3734,254,785,0,0,0,0,0,0,0,0
18045,"6: noncore","East North Central",16888,399,16169,75,66,19,0,0,0,0,0,0,0,0
18047,"6: noncore","East North Central",22935,239,22337,55,29,127,0,0,1,0,0,0,0,1
18049,"6: noncore","East North Central",20527,982,18984,204,90,102,0,0,0,0,0,0,0,0
18051,"6: noncore","East North Central",33668,504,31718,553,35,84,0,0,0,0,0,0,0,0
18053,"5: micropolitan","East North Central",68896,2737,59110,4638,130,516,1,0,0,0,0,0,0,1
18055,"6: noncore","East North Central",32815,399,31824,80,4,180,0,0,0,0,0,0,0,0
18057,"2: large fringe metro","East North Central",296635,11001,252168,10585,371,15885,0,0,1,0,0,0,0,1
18059,"2: large fringe metro","East North Central",71328,1406,66743,1417,238,397,0,1,0,0,0,0,0,1
18061,"2: large fringe metro","East North Central",39230,678,37685,325,70,145,0,0,0,0,0,0,0,0
18063,"2: large fringe metro","East North Central",153435,5271,133022,8847,236,3690,0,0,2,0,0,0,1,3
18065,"5: micropolitan","East North Central",49146,793,46221,856,127,189,0,0,0,0,0,0,0,0
18067,"4: small metro","East North Central",82765,2484,71375,5867,222,1097,0,0,4,0,0,0,0,4
18069,"5: micropolitan","East North Central",36863,737,35238,274,144,296,0,0,2,0,0,0,0,2
18071,"5: micropolitan","East North Central",43471,2662,39195,342,92,605,0,0,0,0,0,0,0,0
18073,"2: large fringe metro","East North Central",33448,1936,30761,247,83,73,0,0,0,0,0,0,0,0
18075,"6: noncore","East North Central",21255,627,20274,123,39,57,0,0,0,0,0,0,0,0
18077,"5: micropolitan","East North Central",32453,788,30322,629,60,271,0,0,1,0,0,0,0,1
18079,"5: micropolitan","East North Central",28113,635,26837,401,22,65,0,0,0,0,0,0,0,0
18081,"2: large fringe metro","East North Central",145645,4895,132589,3154,97,2943,0,0,2,0,0,0,0,2
18083,"5: micropolitan","East North Central",38062,670,35471,1132,32,294,0,0,2,0,0,0,0,2
18085,"5: micropolitan","East North Central",77983,6060,69391,650,230,825,0,0,1,0,0,0,0,1
18087,"6: noncore","East North Central",38084,1461,36030,19,23,107,0,0,0,0,0,0,0,0
18089,"2: large fringe metro","East North Central",491596,87085,269262,122177,1568,6845,6,1,2,2,0,0,3,14
18091,"4: small metro","East North Central",111280,6635,89437,12101,266,566,0,0,1,0,0,0,0,1
18093,"5: micropolitan","East North Central",45814,680,44023,171,70,265,0,0,0,0,0,0,0,0
18095,"2: large fringe metro","East North Central",130280,4674,111718,10212,108,683,1,0,3,0,0,0,0,4
18097,"1: large central metro","East North Central",926335,89830,538138,250631,2519,22736,17,0,15,1,0,0,2,35
18099,"5: micropolitan","East North Central",46962,4297,41585,277,148,322,0,0,0,0,0,0,0,0
18101,"6: noncore","East North Central",10262,24,9993,30,45,73,0,0,0,0,0,0,0,0
18103,"5: micropolitan","East North Central",36211,962,32517,1862,379,140,0,0,0,0,0,0,0,0
18105,"4: small metro","East North Central",142404,4623,120736,4170,534,8784,1,0,0,0,0,0,0,1
18107,"5: micropolitan","East North Central",38172,1733,35318,326,104,209,0,0,0,0,0,0,0,0
18109,"2: large fringe metro","East North Central",69403,959,66950,272,42,429,0,0,1,0,0,0,0,1
18111,"2: large fringe metro","East North Central",14057,794,12981,39,27,77,0,0,0,0,0,0,0,0
18113,"5: micropolitan","East North Central",47546,4733,41802,228,55,292,0,0,0,0,0,0,0,0
18115,"2: large fringe metro","East North Central",6033,0,5967,58,0,0,0,0,1,0,0,0,0,1
18117,"6: noncore","East North Central",19725,251,18904,277,19,63,0,0,0,0,0,0,1,1
18119,"4: small metro","East North Central",21192,146,20475,129,58,39,0,0,0,0,0,0,0,0
18121,"6: noncore","East North Central",17107,226,16260,357,31,60,0,0,0,0,0,0,0,0
18123,"6: noncore","East North Central",19414,241,18336,592,15,51,0,0,0,0,0,0,0,0
18125,"5: micropolitan","East North Central",12687,29,12579,24,0,10,0,0,0,0,0,0,0,0
18127,"2: large fringe metro","East North Central",166570,15371,140793,5701,377,2517,1,0,2,1,0,0,0,4
18129,"3: medium metro","East North Central",25567,264,24655,339,0,109,0,0,0,0,0,0,0,0
18131,"6: noncore","East North Central",13047,363,12381,60,12,54,0,0,1,0,0,0,0,1
18133,"2: large fringe metro","East North Central",37650,665,34596,1553,77,328,0,0,0,0,0,0,0,0
18135,"6: noncore","East North Central",25596,814,24184,94,31,15,0,0,0,0,0,0,0,0
18137,"6: noncore","East North Central",28612,486,27500,136,68,308,0,0,0,0,0,0,0,0
18139,"6: noncore","East North Central",16991,215,16391,157,0,39,0,0,0,0,0,0,0,0
18141,"3: medium metro","East North Central",267246,21251,198873,34532,869,5617,3,0,2,2,0,0,0,7
18143,"2: large fringe metro","East North Central",23783,405,22938,66,30,87,0,0,0,0,0,0,0,0
18145,"2: large fringe metro","East North Central",44441,1715,41258,562,131,327,0,0,2,0,0,0,0,2
18147,"6: noncore","East North Central",20856,553,19905,124,53,78,0,0,0,0,0,0,0,0
18149,"6: noncore","East North Central",23117,803,21861,154,15,73,0,0,1,0,0,0,0,1
18151,"5: micropolitan","East North Central",34267,1108,32318,87,16,158,0,0,0,0,0,0,0,0
18153,"4: small metro","East North Central",21111,353,19479,956,57,47,0,0,0,0,0,0,0,0
18155,"6: noncore","East North Central",10500,74,10142,104,19,25,0,0,0,0,0,0,0,0
18157,"4: small metro","East North Central",180952,14360,141842,8066,188,13056,0,0,0,0,0,0,0,0
18159,"6: noncore","East North Central",15573,401,14902,24,0,50,0,0,0,0,0,0,0,0
18161,"2: large fringe metro","East North Central",7299,53,7026,12,0,44,0,0,0,0,0,0,0,0
18163,"3: medium metro","East North Central",181305,4415,153326,16420,372,2097,0,0,1,0,0,0,0,1
18165,"4: small metro","East North Central",15860,167,15388,52,56,47,0,0,0,0,0,0,0,0
18167,"4: small metro","East North Central",108268,2699,93234,6596,274,2056,0,0,1,0,0,0,0,1
18169,"5: micropolitan","East North Central",32358,759,30652,270,242,90,0,0,0,0,0,0,0,0
18171,"6: noncore","East North Central",8367,106,8110,47,13,8,0,0,0,0,0,0,0,0
18173,"3: medium metro","East North Central",60995,1049,56912,957,136,1283,0,0,0,0,0,0,0,0
18175,"2: large fringe metro","East North Central",27930,382,27079,29,113,44,0,0,0,0,0,0,0,0
18177,"5: micropolitan","East North Central",67866,1823,60261,3261,67,532,1,0,0,0,0,0,0,1
18179,"3: medium metro","East North Central",27796,684,26532,192,133,168,0,0,0,0,0,0,0,0
18181,"6: noncore","East North Central",24388,1831,22013,88,16,59,1,0,0,0,0,0,0,1
18183,"3: medium metro","East North Central",33330,624,31963,121,174,115,0,0,1,0,0,0,0,1
19001,"6: noncore","West North Central",7426,114,7217,27,2,24,0,0,0,0,0,0,0,0
19003,"6: noncore","West North Central",3892,31,3775,27,2,11,0,0,0,0,0,0,0,0
19005,"6: noncore","West North Central",14060,765,12939,99,29,42,0,0,0,0,0,0,0,0
19007,"6: noncore","West North Central",12669,202,12184,43,4,47,0,0,0,0,0,0,0,0
19009,"6: noncore","West North Central",5869,49,5721,19,39,19,0,0,0,0,0,0,0,0
19011,"3: medium metro","West North Central",25803,338,24974,181,8,55,0,0,1,0,0,0,0,1
19013,"4: small metro","West North Central",132496,5315,110028,12130,327,2269,0,0,2,0,0,0,0,2
19015,"5: micropolitan","West North Central",26401,612,25081,235,54,95,0,0,1,0,0,0,0,1
19017,"4: small metro","West North Central",24539,312,23547,269,49,232,0,0,0,0,0,0,0,0
19019,"6: noncore","West North Central",20998,296,20294,79,73,95,0,0,0,0,0,0,0,0
19021,"5: micropolitan","West North Central",20507,4992,13107,590,6,1770,0,0,0,0,0,0,0,0
19023,"6: noncore","West North Central",14966,162,14552,59,20,70,0,0,0,0,0,0,0,0
19025,"6: noncore","West North Central",9914,168,9419,134,44,29,0,0,0,0,0,0,0,0
19027,"6: noncore","West North Central",20629,434,19750,314,14,23,0,0,0,0,0,0,0,0
19029,"6: noncore","West North Central",13590,313,13030,57,45,66,0,0,0,0,0,0,0,0
19031,"6: noncore","West North Central",18375,317,17668,72,14,113,0,0,0,0,0,0,0,0
19033,"5: micropolitan","West North Central",43481,1839,39979,544,98,492,0,0,0,0,0,0,0,0
19035,"6: noncore","West North Central",11853,367,11183,54,42,13,0,0,0,0,0,0,0,0
19037,"6: noncore","West North Central",12244,278,11778,67,9,69,0,0,0,0,0,0,0,0
19039,"6: noncore","West North Central",9280,1056,8157,13,0,42,0,0,0,0,0,0,0,0
19041,"5: micropolitan","West North Central",16537,503,15637,118,18,92,0,0,0,0,0,0,0,0
19043,"6: noncore","West North Central",17806,326,17158,166,9,56,0,0,0,0,0,0,0,0
19045,"5: micropolitan","West North Central",48365,1399,44351,1352,197,322,0,0,1,0,0,0,0,1
19047,"6: noncore","West North Central",17252,4658,11924,209,148,85,0,0,0,0,0,0,0,0
19049,"3: medium metro","West North Central",74892,4634,65231,843,50,2619,0,0,4,1,0,0,0,5
19051,"5: micropolitan","West North Central",8742,105,8507,18,0,27,0,0,0,0,0,0,0,0
19053,"6: noncore","West North Central",8249,225,7679,139,42,71,0,0,0,0,0,0,0,0
19055,"6: noncore","West North Central",17507,195,17058,39,3,59,0,0,0,0,0,0,0,0
19057,"5: micropolitan","West North Central",40208,1158,35549,2194,45,252,0,0,0,0,0,1,0,1
19059,"5: micropolitan","West North Central",16967,270,16404,52,23,72,0,0,1,0,0,0,0,1
19061,"4: small metro","West North Central",95906,2066,88302,1862,91,1573,0,0,2,0,0,0,0,2
19063,"6: noncore","West North Central",9917,894,8776,149,38,27,0,0,0,0,0,0,0,0
19065,"6: noncore","West North Central",20589,448,19470,223,105,157,1,0,0,0,0,0,0,1
19067,"6: noncore","West North Central",16050,359,15029,325,1,128,0,0,0,0,0,0,0,0
19069,"6: noncore","West North Central",10489,1207,9072,112,7,24,0,0,0,0,0,0,0,0
19071,"6: noncore","West North Central",7106,180,6780,21,45,0,0,0,0,0,0,0,0,0
19073,"6: noncore","West North Central",9174,234,8751,5,4,43,0,0,0,0,0,0,0,0
19075,"4: small metro","West North Central",12407,150,12073,51,16,47,0,0,0,0,0,0,0,0
19077,"3: medium metro","West North Central",10740,228,10319,81,12,41,0,0,0,0,0,0,0,0
19079,"6: noncore","West North Central",15297,823,13868,102,0,342,0,0,0,0,0,0,0,0
19081,"6: noncore","West North Central",11092,408,10445,72,14,42,0,0,0,0,0,0,0,0
19083,"6: noncore","West North Central",17393,685,16171,178,48,167,0,0,1,0,0,0,0,1
19085,"3: medium metro","West North Central",14467,199,14005,8,58,43,0,0,0,0,0,0,0,0
19087,"6: noncore","West North Central",20080,892,17852,478,56,437,0,0,0,0,0,0,0,0
19089,"6: noncore","West North Central",9494,141,9188,31,1,21,0,0,0,0,0,0,0,0
19091,"6: noncore","West North Central",9674,362,9140,13,7,23,0,0,0,0,0,0,0,0
19093,"6: noncore","West North Central",7071,137,6802,39,34,24,0,0,0,0,0,0,0,0
19095,"6: noncore","West North Central",16344,367,15689,137,7,42,0,0,1,0,0,0,0,1
19097,"6: noncore","West North Central",19572,262,18796,35,13,196,0,0,2,0,0,0,0,2
19099,"5: micropolitan","West North Central",36726,640,34838,542,106,225,0,0,2,0,0,0,0,2
19101,"5: micropolitan","West North Central",17318,526,14249,246,14,1372,0,0,0,0,0,0,0,0
19103,"4: small metro","West North Central",139436,7299,113069,7596,309,8529,0,0,1,1,0,0,0,2
19105,"3: medium metro","West North Central",20560,329,19496,394,176,84,0,0,0,0,0,0,0,0
19107,"6: noncore","West North Central",10291,147,9985,0,27,23,0,0,0,0,0,0,0,0
19109,"6: noncore","West North Central",15280,280,14688,57,13,60,0,0,0,0,0,0,0,0
19111,"5: micropolitan","West North Central",35369,1173,32202,1068,35,180,1,0,1,0,0,0,0,2
19113,"3: medium metro","West North Central",216640,6256,191139,9147,527,4336,0,0,3,0,0,0,1,4
19115,"6: noncore","West North Central",11271,1817,8996,103,26,297,0,0,0,0,0,0,0,0
19117,"6: noncore","West North Central",8731,30,8505,20,22,30,0,0,0,0,0,0,0,0
19119,"6: noncore","West North Central",11723,288,11290,7,67,40,0,0,0,0,0,0,0,0
19121,"3: medium metro","West North Central",15644,226,15101,91,13,168,0,0,0,0,0,0,0,0
19123,"5: micropolitan","West North Central",22396,420,21131,310,47,262,0,0,0,0,0,0,0,0
19125,"6: noncore","West North Central",33248,587,31604,182,58,348,0,0,0,0,0,0,0,0
19127,"5: micropolitan","West North Central",40962,7899,30552,709,145,1183,0,0,1,0,0,0,0,1
19129,"3: medium metro","West North Central",14862,394,14108,107,61,12,0,0,0,0,0,0,0,0
19131,"6: noncore","West North Central",10762,136,10516,15,2,10,0,0,0,0,0,0,0,0
19133,"6: noncore","West North Central",9088,149,8682,49,117,11,0,0,1,0,0,0,0,1
19135,"6: noncore","West North Central",8002,69,7572,11,2,45,0,0,0,0,0,0,0,0
19137,"6: noncore","West North Central",10465,348,9904,0,19,3,0,0,0,0,0,0,0,0
19139,"5: micropolitan","West North Central",42913,7260,33862,664,104,558,0,0,0,0,0,0,0,0
19141,"6: noncore","West North Central",14092,592,13185,72,29,121,0,0,0,0,0,0,0,0
19143,"6: noncore","West North Central",6211,405,5693,25,22,16,0,0,0,0,0,0,0,0
19145,"6: noncore","West North Central",15660,448,14398,331,61,183,0,0,0,0,0,0,0,0
19147,"6: noncore","West North Central",9208,185,8796,116,8,37,0,0,0,0,0,0,0,0
19149,"4: small metro","West North Central",24853,923,23382,126,26,160,0,0,0,0,0,0,0,0
19151,"6: noncore","West North Central",7127,232,6731,97,4,17,0,0,0,0,0,0,0,0
19153,"3: medium metro","West North Central",452369,35936,359506,28241,1203,18142,3,1,9,0,0,0,2,15
19155,"3: medium metro","West North Central",93213,6573,82913,1200,291,580,0,0,5,0,0,0,0,5
19157,"6: noncore","West North Central",18705,543,17308,217,24,412,0,0,0,0,0,0,0,0
19159,"6: noncore","West North Central",5061,68,4882,12,28,24,0,0,0,0,0,0,0,0
19161,"6: noncore","West North Central",10101,260,9676,71,2,3,0,0,0,0,0,0,0,0
19163,"3: medium metro","West North Central",169994,10394,138658,13115,434,3908,1,0,3,0,0,0,0,4
19165,"6: noncore","West North Central",11992,290,11479,23,13,58,0,0,0,0,0,0,0,0
19167,"6: noncore","West North Central",34509,3309,30457,150,86,260,0,0,0,0,0,0,0,0
19169,"4: small metro","West North Central",93586,2899,80101,2274,173,6163,0,0,1,0,0,0,0,1
19171,"6: noncore","West North Central",17479,1401,14546,89,1273,51,0,0,2,0,0,0,0,2
19173,"6: noncore","West North Central",6213,464,5658,13,18,38,0,0,0,0,0,0,0,0
19175,"6: noncore","West North Central",12575,310,11951,124,51,56,0,0,0,0,0,0,0,0
19177,"6: noncore","West North Central",7432,92,7217,45,9,18,0,0,1,0,0,0,0,1
19179,"5: micropolitan","West North Central",35315,3499,30219,728,55,324,0,0,0,0,0,0,0,0
19181,"3: medium metro","West North Central",47542,1109,45200,239,98,234,0,0,1,0,0,0,0,1
19183,"4: small metro","West North Central",22017,1210,20259,183,2,113,0,0,1,0,0,0,0,1
19185,"6: noncore","West North Central",6384,63,6172,30,20,4,0,0,0,0,0,0,0,0
19187,"5: micropolitan","West North Central",37295,1571,33145,1604,144,406,0,0,1,0,0,0,0,1
19189,"6: noncore","West North Central",10614,403,9879,98,80,116,0,0,0,0,0,0,0,0
19191,"6: noncore","West North Central",20884,436,19897,198,62,259,0,0,0,0,0,0,0,0
19193,"4: small metro","West North Central",102530,15385,77797,2862,1859,2701,1,0,2,1,0,1,0,5
19195,"5: micropolitan","West North Central",7563,193,7219,73,10,12,0,0,1,0,0,0,0,1
19197,"6: noncore","West North Central",12936,1289,11390,49,31,79,0,0,0,0,0,0,0,0
20001,"6: noncore","West North Central",13081,402,11928,223,43,81,0,0,0,0,0,0,0,0
20003,"6: noncore","West North Central",7896,35,7498,9,178,0,0,0,0,0,0,0,0,0
20005,"5: micropolitan","West North Central",16633,474,14678,681,80,67,0,0,0,0,0,0,0,0
20007,"6: noncore","West North Central",4770,160,4438,16,15,22,0,0,1,0,0,0,0,1
20009,"5: micropolitan","West North Central",27399,3837,22625,466,55,49,0,0,1,0,0,0,0,1
20011,"6: noncore","West North Central",14812,344,13476,522,124,129,0,0,0,0,0,0,0,0
20013,"6: noncore","West North Central",9880,366,8285,173,797,64,0,0,1,0,0,0,0,1
20015,"3: medium metro","West North Central",66092,2881,59473,1350,550,629,0,0,3,0,0,0,0,3
20017,"6: noncore","West North Central",2722,107,2517,24,45,0,0,0,1,0,0,0,0,1
20019,"6: noncore","West North Central",3520,58,3080,20,212,0,0,0,0,0,0,0,0,0
20021,"6: noncore","West North Central",20952,471,18608,119,746,111,0,0,1,0,0,0,0,1
20023,"6: noncore","West North Central",2682,174,2438,0,0,31,0,0,0,0,0,0,0,0
20025,"6: noncore","West North Central",2145,260,1743,22,37,24,0,0,0,0,0,0,0,0
20027,"6: noncore","West North Central",8421,214,7979,51,35,46,0,0,0,0,0,0,0,0
20029,"6: noncore","West North Central",9339,304,8743,40,22,76,0,0,0,0,0,0,0,0
20031,"6: noncore","West North Central",8458,206,7951,66,84,66,0,0,0,0,0,0,0,0
20033,"6: noncore","West North Central",2010,86,1903,0,0,11,0,0,0,0,0,0,0,0
20035,"5: micropolitan","West North Central",36079,3612,29202,1143,767,585,1,0,0,0,0,0,0,1
20037,"5: micropolitan","West North Central",39304,1981,34537,842,191,602,0,0,1,0,0,0,0,1
20039,"6: noncore","West North Central",2905,77,2774,12,19,0,0,0,1,0,0,0,0,1
20041,"6: noncore","West North Central",19516,862,17890,101,207,57,0,0,1,0,0,0,0,1
20043,"4: small metro","West North Central",7859,202,7093,290,84,19,0,0,0,0,0,0,0,0
20045,"4: small metro","West North Central",114967,6529,92110,4598,2650,5094,0,0,0,0,0,0,0,0
20047,"6: noncore","West North Central",2991,586,2333,27,4,9,0,0,0,0,0,0,0,0
20049,"6: noncore","West North Central",2683,102,2456,21,46,11,0,0,0,0,0,0,0,0
20051,"5: micropolitan","West North Central",28993,1590,26233,332,50,451,0,0,2,1,0,0,0,3
20053,"6: noncore","West North Central",6410,371,5562,246,25,21,0,0,0,0,0,0,0,0
20055,"5: micropolitan","West North Central",37133,17804,16437,864,311,1502,0,0,0,0,0,0,0,0
20057,"5: micropolitan","West North Central",34714,18319,14517,803,250,463,0,0,0,0,0,0,0,0
20059,"5: micropolitan","West North Central",25753,1005,23478,303,117,63,0,0,1,0,0,0,0,1
20061,"5: micropolitan","West North Central",36787,5296,21672,6103,283,1439,1,0,0,0,0,0,0,1
20063,"6: noncore","West North Central",2735,58,2600,27,6,15,0,0,0,0,0,0,0,0
20065,"6: noncore","West North Central",2593,76,2313,80,7,31,0,0,0,0,0,0,0,0
20067,"6: noncore","West North Central",7816,3579,4150,1,100,0,0,0,0,0,0,0,0,0
20069,"6: noncore","West North Central",6065,891,5139,0,0,8,0,0,0,0,0,0,0,0
20071,"6: noncore","West North Central",1224,278,901,11,7,4,0,0,0,0,0,0,0,0
20073,"6: noncore","West North Central",6393,240,5912,10,16,3,0,0,1,0,0,0,0,1
20075,"6: noncore","West North Central",2586,871,1672,54,6,0,0,0,0,0,0,0,0,0
20077,"6: noncore","West North Central",5861,377,5304,9,82,6,0,0,0,0,0,0,0,0
20079,"3: medium metro","West North Central",34835,3951,29173,570,204,237,2,0,1,1,0,0,0,4
20081,"6: noncore","West North Central",4130,1179,2847,0,77,40,0,0,0,0,0,0,0,0
20083,"6: noncore","West North Central",1939,142,1726,0,0,46,0,0,1,0,0,0,0,1
20085,"4: small metro","West North Central",13400,581,11344,90,872,77,0,0,0,0,0,0,0,0
20087,"4: small metro","West North Central",18898,447,17809,90,147,4,0,0,0,0,0,0,0,0
20089,"6: noncore","West North Central",3038,71,2904,2,10,18,0,0,0,0,0,0,0,0
20091,"2: large fringe metro","West North Central",566814,41482,459104,25443,1683,25464,0,0,4,1,0,0,3,8
20093,"5: micropolitan","West North Central",3952,1184,2615,34,35,11,0,0,0,0,0,0,0,0
20095,"3: medium metro","West North Central",7790,237,7340,11,70,0,0,0,1,0,0,0,0,1
20097,"6: noncore","West North Central",2536,144,2294,22,10,17,0,0,0,0,0,0,0,0
20099,"5: micropolitan","West North Central",21048,901,17945,709,237,73,0,0,0,0,0,0,0,0
20101,"6: noncore","West North Central",1674,102,1547,6,5,0,0,0,0,0,0,0,0,0
20103,"2: large fringe metro","West North Central",78227,5164,62071,6620,631,1335,0,0,1,0,0,0,0,1
20105,"6: noncore","West North Central",3154,79,2999,26,18,11,0,0,0,0,0,0,0,0
20107,"2: large fringe metro","West North Central",9528,211,8993,66,119,33,0,0,0,0,0,0,0,0
20109,"6: noncore","West North Central",2793,127,2548,0,17,5,0,0,0,0,0,0,0,0
20111,"5: micropolitan","West North Central",33462,6831,24163,849,149,683,0,0,0,1,0,0,0,1
20113,"5: micropolitan","West North Central",29252,1138,26964,306,211,214,0,0,2,0,0,0,0,2
20115,"6: noncore","West North Central",12290,358,11500,100,127,23,0,0,0,0,0,0,0,0
20117,"6: noncore","West North Central",10005,226,9532,29,18,29,0,0,0,0,0,0,0,0
20119,"6: noncore","West North Central",4383,633,3620,37,9,50,0,0,0,0,0,0,0,0
20121,"2: large fringe metro","West North Central",32688,961,30429,437,172,124,0,0,0,0,0,0,0,0
20123,"6: noncore","West North Central",6296,118,6057,24,37,44,0,0,0,0,0,0,0,0
20125,"5: micropolitan","West North Central",34184,2038,27469,1749,939,390,0,0,1,0,0,0,0,1
20127,"6: noncore","West North Central",5750,248,5335,9,6,23,0,0,0,0,0,0,0,0
20129,"6: noncore","West North Central",3106,638,2304,29,16,5,0,0,0,0,0,0,0,0
20131,"6: noncore","West North Central",10159,160,9739,90,58,27,0,0,0,0,0,0,0,0
20133,"6: noncore","West North Central",16423,805,14894,192,96,43,0,0,1,0,0,0,0,1
20135,"6: noncore","West North Central",3077,283,2746,16,3,0,0,0,0,0,0,0,0,0
20137,"6: noncore","West North Central",5590,278,5019,137,25,38,0,0,0,0,0,0,0,0
20139,"4: small metro","West North Central",16080,415,15164,24,147,27,0,0,0,0,0,0,1,1
20141,"6: noncore","West North Central",3782,61,3638,15,10,40,0,0,0,0,0,0,0,0
20143,"5: micropolitan","West North Central",6048,163,5720,18,10,0,0,0,0,0,0,0,0,0
20145,"6: noncore","West North Central",6911,524,5866,335,2,0,0,0,0,0,0,0,0,0
20147,"6: noncore","West North Central",5501,151,5207,21,11,12,0,0,0,0,0,0,0,0
20149,"4: small metro","West North Central",22625,1164,20361,292,129,204,0,0,0,0,0,0,0,0
20151,"6: noncore","West North Central",9739,646,8719,70,198,13,0,0,0,0,0,0,0,0
20153,"6: noncore","West North Central",2545,117,2371,9,15,3,0,0,0,0,0,0,0,0
20155,"5: micropolitan","West North Central",64058,5607,54577,1909,384,395,0,0,1,0,0,0,1,2
20157,"6: noncore","West North Central",4806,68,4649,7,4,28,0,0,0,0,0,0,0,0
20159,"6: noncore","West North Central",10014,1088,8450,181,81,61,0,0,0,0,0,0,0,0
20161,"4: small metro","West North Central",75022,5844,58247,4916,353,3589,0,0,0,0,0,0,0,0
20163,"6: noncore","West North Central",5186,127,4937,12,17,31,0,0,0,0,0,0,0,0
20165,"6: noncore","West North Central",3184,94,3033,0,14,0,0,0,0,0,0,0,0,0
