age,gender,race,city,state,county,year,fips
19,Female,African-American/Black,Baton Rouge,LA,e. baton rouge,2014,22033
19,Male,African-American/Black,Ardmore,OK,carter,2014,40019
19,Male,African-American/Black,Oakland,CA,alameda,2014,6001
19,Male,African-American/Black,Milwaukee,WI,milwaukee,2014,55079
19,Male,African-American/Black,Houston,TX,harris,2014,48201
19,Male,European-American/White,Ozark,AR,franklin,2014,5047
19,Male,Native American/Alaskan,Browning,MT,glacier,2014,30035
19,Male,Hispanic/Latino,Port Arthur,TX,jefferson,2014,48245
19,Male,Hispanic/Latino,Azusa,CA,los angeles,2014,6037
19,Male,Hispanic/Latino,Salton City,CA,imperial,2014,6025
19,Female,European-American/White,Albuquerque,NM,bernalillo,2014,35001
19,Male,African-American/Black,Charlotte,NC,mecklenburg,2014,37119
19,Female,European-American/White,Boone County,KY,boone,2014,21015
19,Female,Hispanic/Latino,San Antonio,TX,bexar,2014,48029
19,Male,European-American/White,Danville,CA,contra costa,2014,6013
19,Male,African-American/Black,Baltimore,MD,baltimore city,2014,24510
19,Male,African-American/Black,Imperial,MO,jefferson,2014,29099
19,Male,African-American/Black,Thomasville,NC,davidson,2014,37057
19,Male,Hispanic/Latino,Hebbronville,TX,jim hogg,2014,48247
19,Male,African-American/Black,Charleston,SC,charleston,2014,45019
19,Male,African-American/Black,White Marsh,MD,baltimore,2014,24005
19,Male,European-American/White,Jacksonville,FL,duval,2014,12031
19,Male,African-American/Black,Tulsa,OK,tulsa,2014,40143
19,Male,European-American/White,New Auburn,WI,dunn,2014,55033
19,Female,European-American/White,San Jose,CA,santa clara,2014,6085
19,Female,Hispanic/Latino,Oklahoma City,OK,oklahoma,2014,40109
19,Male,African-American/Black,Decatur,GA,de kalb,2014,13089
19,Male,Hispanic/Latino,Dallas,TX,dallas,2014,48113
19,Male,Hispanic/Latino,Carson,CA,los angeles,2014,6037
19,Male,African-American/Black,Topeka,KS,shawnee,2014,20177
19,Male,African-American/Black,Montgomery,AL,montgomery,2014,1101
19,Male,European-American/White,Kaumakani,HI,kauai,2015,15007
19,Male,African-American/Black,St. Louis,MO,st. louis city,2015,29510
19,Male,African-American/Black,Madison,WI,dane,2015,55025
19,Male,Hispanic/Latino,Long Beach,CA,los angeles,2015,6037
19,Male,African-American/Black,New York,NY,new york,2015,36061
19,Male,Hispanic/Latino,San Fernando,CA,los angeles,2015,6037
19,Male,European-American/White,Pleasanton,CA,alameda,2015,6001
19,Male,African-American/Black,Memphis,TN,shelby,2015,47157
19,Male,European-American/White,Seneca,SC,oconee,2015,45073
19,Male,African-American/Black,Arlington,TX,tarrant,2015,48439
19,Male,Native American/Alaskan,Fairbanks,AK,fairbanks north star,2015,2090
19,Male,European-American/White,Houston,TX,harris,2015,48201
19,Male,Hispanic/Latino,Rialto,CA,san bernardino,2015,6071
19,Male,European-American/White,French Camp,CA,san joaquin,2015,6077
19,Male,African-American/Black,Reisterstown,MD,baltimore,2015,24005
19,Male,African-American/Black,York,PA,york,2015,42133
19,Male,African-American/Black,Sanford,FL,seminole,2015,12117
19,Male,European-American/White,Plano,TX,collin,2015,48085
19,Male,Hispanic/Latino,Gilroy,CA,santa clara,2015,6085
19,Male,Hispanic/Latino,Albuquerque,NM,bernalillo,2015,35001
19,Male,African-American/Black,Chicago,IL,cook,2015,17031
19,Male,African-American/Black,Belle Glade,FL,palm beach,2016,12099
19,Male,African-American/Black,Benton Harbor,MI,berrien,2016,26021
19,Male,African-American/Black,Oak Grove,OR,clackamas,2016,41005
19,Male,European-American/White,Uvalde,TX,uvalde,2016,48463
19,Male,African-American/Black,Arvonia,VA,buckingham,2016,51029
19,Male,European-American/White,Silver Springs,NV,lyon,2016,32019
19,Male,Hispanic/Latino,Albuquerque,NM,bernalillo,2016,35001
19,Male,African-American/Black,Smyrna,TN,rutherford,2016,47149
19,Male,European-American/White,Jacksonville,FL,duval,2016,12031
19,Male,Hispanic/Latino,Phoenix,AZ,maricopa,2016,4013
19,Male,Hispanic/Latino,Solvang,CA,santa barbara,2016,6083
19,Male,European-American/White,Amarillo,TX,potter,2016,48375
19,Male,European-American/White,Peterborough,NH,hillsborough,2016,33011
19,Male,European-American/White,Fresno,CA,fresno,2016,6019
19,Male,Hispanic/Latino,Fullerton,CA,orange,2016,6059
19,Male,African-American/Black,Tempe,AZ,maricopa,2016,4013
19,Male,Native American/Alaskan,Midland,TX,midland,2016,48329
19,Male,European-American/White,Plainville,KS,ellis,2016,20051
19,Male,African-American/Black,St. Louis,MO,st. louis city,2016,29510
19,Male,African-American/Black,Chicago,IL,cook,2016,17031
19,Male,African-American/Black,Capitol Heights,MD,prince georges,2016,24033
19,Male,Native American/Alaskan,Kyle,SD,shannon,2016,46113
19,Male,Hispanic/Latino,Santa Ana,CA,orange,2017,6059
19,Male,African-American/Black,Detroit,MI,wayne,2017,26163
19,Male,African-American/Black,Cape Canaveral,FL,brevard,2017,12009
19,Male,Hispanic/Latino,Goshen,IN,elkhart,2017,18039
19,Male,African-American/Black,Seattle,WA,king,2017,53033
19,Male,Race unspecified,St. Louis,MO,NA,2016,29510
19,Male,Race unspecified,Avondale,AZ,NA,2013,4013
19,Male,European-American/White,Beverly,OH,NA,2015,39167
19,Male,European-American/White,Rochelle,IL,NA,2016,17141
19,Male,European-American/White,Danville,IL,NA,2013,17183
19,Male,Race unspecified,Atlanta,GA,NA,2015,13121
19,Male,Race unspecified,Oakland,CA,NA,2013,6001
19,Male,Race unspecified,Alameda,CA,NA,2017,6001
19,Female,Race unspecified,San Ramon,CA,NA,2015,6013
19,Male,European-American/White,San Bernardino,CA,NA,2013,6071
19,Male,Race unspecified,Hazel Park,MI,NA,2015,26125
19,Male,European-American/White,Hazel Park,MI,NA,2015,26125
19,Male,Race unspecified,Tularosa,NM,NA,2013,35035
19,Male,Hispanic/Latino,Louisville,KY,NA,2014,21111
19,Male,European-American/White,Columbia,MD,NA,2015,24027
19,Male,Hispanic/Latino,Corry,PA,NA,2015,42049
19,Male,European-American/White,Corry,PA,NA,2015,42049
19,Male,Race unspecified,Blairsville,PA,NA,2015,42063
19,Male,African-American/Black,Philadelphia,PA,NA,2016,42101
19,Male,African-American/Black,Philadelphia,PA,NA,2013,42101
19,Male,Hispanic/Latino,Lawrence,MA,NA,2014,25009
19,Male,Race unspecified,Lumberton,NC,NA,2014,37155
19,Male,European-American/White,Washington,DC,NA,2014,11001
19,Male,Race unspecified,Seaford,DE,NA,2014,10005
20,Male,African-American/Black,Champaign,IL,champaign,2013,17019
20,Male,European-American/White,Citrus Heights,CA,sacramento,2013,6067
20,Male,African-American/Black,Guntersville,AL,marshall,2013,1095
20,Male,African-American/Black,Avondale Estates,GA,de kalb,2013,13089
20,Male,African-American/Black,Harvest,AL,madison,2013,1089
20,Male,Hispanic/Latino,San Jose,CA,santa clara,2013,6085
20,Male,Hispanic/Latino,Eloy,AZ,pinal,2013,4021
20,Male,Hispanic/Latino,Ocotillo,CA,imperial,2013,6025
20,Male,European-American/White,Boca Raton,FL,palm beach,2013,12099
20,Male,African-American/Black,Cleveland,MS,bolivar,2013,28011
20,Male,African-American/Black,Paxtonia,PA,dauphin,2013,42043
20,Male,European-American/White,Huntington Beach,CA,orange,2013,6059
20,Male,European-American/White,Coshocton,OH,coshocton,2013,39031
20,Male,Hispanic/Latino,Chicopee,MA,hampden,2013,25013
20,Male,African-American/Black,Dayton,OH,montgomery,2013,39113
20,Male,African-American/Black,Sanford,FL,seminole,2013,12117
20,Male,European-American/White,Oklahoma City,OK,oklahoma,2013,40109
20,Male,African-American/Black,Stony Creek,VA,sussex,2013,51183
20,Male,African-American/Black,Fayetteville,NC,cumberland,2013,37051
20,Male,Hispanic/Latino,Detroit,MI,wayne,2013,26163
20,Male,African-American/Black,Raleigh,NC,wake,2013,37183
20,Male,European-American/White,Palmyra,PA,dauphin,2013,42043
20,Male,African-American/Black,Glendale,AZ,maricopa,2013,4013
20,Male,African-American/Black,Austin,TX,travis,2013,48453
20,Male,European-American/White,Wernersville,PA,berks,2013,42011
20,Male,Middle Eastern,St. Joseph,LA,tensas,2013,22107
20,Male,European-American/White,Middlesboro,KY,bell,2013,21013
20,Male,African-American/Black,Latta,SC,dillon,2013,45033
20,Male,European-American/White,Minneapolis,MN,hennepin,2013,27053
20,Male,Hispanic/Latino,Houston,TX,harris,2013,48201
20,Male,European-American/White,Decatur,MS,newton,2013,28101
20,Male,Hispanic/Latino,Ivanhoe,CA,tulare,2013,6107
20,Male,Hispanic/Latino,Houston,TX,harris,2013,48201
20,Male,European-American/White,Pottsville,PA,schuylkill,2013,42107
20,Male,European-American/White,Slippery Rock,PA,butler,2013,42019
20,Male,African-American/Black,Wilmington,NC,new hanover,2013,37129
20,Male,European-American/White,Bradford,OH,darke,2013,39037
20,Female,African-American/Black,Live Oak,FL,suwannee,2013,12121
20,Male,European-American/White,Tulsa,OK,tulsa,2013,40143
20,Female,Hispanic/Latino,Palmdale,CA,los angeles,2013,6037
20,Female,African-American/Black,Compton,CA,los angeles,2013,6037
20,Male,European-American/White,Amarillo,TX,randall,2013,48381
20,Male,African-American/Black,Riverside,CA,riverside,2013,6065
20,Male,African-American/Black,Redford Charter Township,MI,wayne,2014,26163
20,Male,African-American/Black,North Miami Beach,FL,miami-dade,2014,12086
20,Male,Hispanic/Latino,Orlando,FL,orange,2014,12095
20,Male,Hispanic/Latino,Merrifield,VA,fairfax,2014,51059
20,Male,African-American/Black,Omaha,NE,douglas,2014,31055
20,Male,African-American/Black,Las Vegas,NV,clark,2014,32003
20,Male,African-American/Black,Efland,NC,orange,2014,37135
20,Male,Hispanic/Latino,Kendall,FL,miami-dade,2014,12086
20,Male,European-American/White,Arcata,CA,humboldt,2014,6023
20,Male,African-American/Black,Salisbury,NC,rowan,2014,37159
20,Male,African-American/Black,Chicago,IL,cook,2014,17031
20,Male,African-American/Black,Columbus,GA,muscogee,2014,13215
20,Male,European-American/White,Bixby,OK,tulsa,2014,40143
20,Male,African-American/Black,Harvey,IL,cook,2014,17031
20,Male,Hispanic/Latino,Lubbock,TX,lubbock,2014,48303
20,Male,African-American/Black,Meridian,MS,lauderdale,2014,28075
20,Male,African-American/Black,Orlando,FL,orange,2014,12095
20,Male,African-American/Black,Southaven,MS,de soto,2014,28033
20,Male,African-American/Black,Suitland,MD,prince georges,2014,24033
20,Male,European-American/White,Laurie,MO,morgan,2014,29141
20,Male,Hispanic/Latino,Emporia,KS,lyon,2014,20111
20,Male,African-American/Black,Jersey City,NJ,hudson,2014,34017
20,Male,European-American/White,West Palm Beach,FL,palm beach,2014,12099
20,Male,Asian/Pacific Islander,St. Paul,MN,ramsey,2014,27123
20,Male,European-American/White,Salt Lake City,UT,salt lake,2014,49035
20,Female,European-American/White,Lubbock,TX,lubbock,2014,48303
20,Male,African-American/Black,Chicago,IL,cook,2014,17031
20,Male,European-American/White,Boonville,NY,oneida,2014,36065
20,Male,European-American/White,Wallback,WV,clay,2014,54015
20,Male,Hispanic/Latino,Wheeling,IL,cook,2014,17031
20,Male,African-American/Black,Athens,GA,clarke,2014,13059
20,Male,African-American/Black,Columbus,OH,franklin,2014,39049
20,Male,African-American/Black,Tampa,FL,hillsborough,2014,12057
20,Male,African-American/Black,Jackson,TN,madison,2014,47113
20,Male,Asian/Pacific Islander,Chippewa Falls,WI,chippewa,2014,55017
20,Male,European-American/White,Humble,TX,harris,2014,48201
20,Male,African-American/Black,San Francisco,CA,san francisco,2014,6075
20,Male,European-American/White,Decatur,GA,de kalb,2014,13089
20,Male,African-American/Black,Texas City,TX,galveston,2014,48167
20,Male,Hispanic/Latino,Santa Maria,CA,santa barbara,2014,6083
20,Male,European-American/White,Missoula,MT,missoula,2014,30063
20,Female,African-American/Black,Charlotte,NC,mecklenburg,2015,37119
20,Male,European-American/White,Onalaska,TX,polk,2015,48373
20,Male,African-American/Black,Palatka,FL,putnam,2015,12107
20,Male,African-American/Black,Trinidad,CO,las animas,2015,8071
20,Male,African-American/Black,Detroit,MI,wayne,2015,26163
20,Male,Middle Eastern,Long Beach,CA,los angeles,2015,6037
20,Male,African-American/Black,Pittsburgh,PA,allegheny,2015,42003
20,Male,European-American/White,Oklahoma City,OK,oklahoma,2015,40109
20,Male,African-American/Black,Covington,GA,newton,2015,13217
20,Male,European-American/White,Marysville,CA,yuba,2015,6115
20,Male,African-American/Black,Stone Mountain,GA,de kalb,2015,13089
20,Male,African-American/Black,Mascotte,FL,lake,2015,12069
20,Male,European-American/White,St Clair Shores,MI,macomb,2015,26099
20,Male,African-American/Black,Richmond,VA,richmond city,2015,51760
20,Male,African-American/Black,Columbia,SC,richland,2015,45079
20,Male,European-American/White,Cushing,OK,payne,2015,40119
20,Female,European-American/White,Bogart,GA,oconee,2015,13219
20,Male,Hispanic/Latino,French Camp,CA,san joaquin,2015,6077
20,Male,African-American/Black,Houston,TX,harris,2015,48201
20,Male,European-American/White,Eureka,CA,humboldt,2015,6023
20,Male,European-American/White,Hominy,OK,osage,2015,40113
20,Male,African-American/Black,Spartanburg,SC,spartanburg,2015,45083
20,Male,European-American/White,East Stroudsburg,PA,monroe,2015,42089
20,Male,African-American/Black,Winchester,VA,winchester city,2016,51840
20,Male,African-American/Black,Houston,TX,harris,2016,48201
20,Male,Hispanic/Latino,Sylmar,CA,los angeles,2016,6037
20,Male,European-American/White,Noma,FL,holmes,2016,12059
20,Male,African-American/Black,Cincinnati,OH,hamilton,2016,39061
20,Male,European-American/White,Lake Havasu City,AZ,mohave,2016,4015
20,Male,African-American/Black,Birmingham,AL,jefferson,2016,1073
20,Male,African-American/Black,Lakeshire,MO,st. louis,2016,29189
20,Male,Hispanic/Latino,Langley Park,MD,prince georges,2016,24033
20,Male,Hispanic/Latino,Milwaukee,WI,milwaukee,2016,55079
20,Male,African-American/Black,Harrisburg,PA,dauphin,2016,42043
20,Male,African-American/black,Killeen,TX,bell,2016,48027
20,Male,African-American/Black,Columbus,OH,franklin,2016,39049
20,Male,African-American/Black,Malvern,AR,hot spring,2016,5059
20,Male,European-American/White,Temple,GA,carroll,2016,13045
20,Male,European-American/White,Lubbock,TX,lubbock,2016,48303
20,Male,European-American/White,Avella,PA,washington,2016,42125
20,Male,Hispanic/Latino,Dinuba,CA,tulare,2017,6107
20,Male,Native American/Alaskan,Onamia,MN,mille lacs,2017,27095
20,Male,African-American/Black,Trussville,AL,jefferson,2017,1073
20,Male,African-American/Black,Chicago,IL,cook,2017,17031
20,Male,African-American/Black,Buffalo,NY,erie,2017,36029
20,Male,African-American/Black,Orlando,FL,orange,2017,12095
20,Male,African-American/Black,Gwynn Oak,MD,baltimore,2017,24005
20,Female,European-American/White,Johnstown,PA,cambria,2017,42021
20,Male,European-American/White,Payson,AZ,NA,2015,4007
20,Male,Hispanic/Latino,Surprise,AZ,NA,2016,4013
20,Male,Race unspecified,Tucson,AZ,NA,2013,4019
20,Male,European-American/White,Chesapeake,OH,NA,2015,39087
20,Male,Race unspecified,Joliet,IL,NA,2015,17197
20,Male,Race unspecified,Mobile,AL,NA,2015,1097
20,Male,European-American/White,Cartersville,GA,NA,2014,13015
20,Male,Hispanic/Latino,Denver,CO,NA,2014,8031
20,Male,European-American/White,Woodland Park,CO,NA,2013,8119
20,Male,Race unspecified,Atlantic City,NJ,NA,2014,34001
20,Male,Hispanic/Latino,Bergen,NJ,NA,2014,34003
20,Male,Race unspecified,Lemoore,CA,NA,2015,6031
20,Male,Race unspecified,Bellflower,CA,NA,2017,6037
20,Male,Race unspecified,Los Angeles,CA,NA,2016,6037
20,Male,Hispanic/Latino,Indio,CA,NA,2014,6065
20,Male,Race unspecified,Folsom,CA,NA,2014,6067
20,Female,European-American/White,Folsom,CA,NA,2016,6067
20,Male,European-American/White,Sumas,WA,NA,2015,53073
20,Male,European-American/White,Live Oak,FL,NA,2013,12121
20,Male,Race unspecified,Pittsburgh,PA,NA,2015,42003
20,Male,European-American/White,Malta,MT,NA,2016,30071
20,Male,Race unspecified,Dorchester,MA,NA,2013,25025
20,Male,African-American/Black,New Haven,CT,NA,2017,9009
21,Male,Hispanic/Latino,Pueblo,CO,pueblo,2013,8101
21,Male,European-American/White,Gordon,WI,douglas,2013,55031
21,Female,African-American/Black,Greensboro,NC,guilford,2013,37081
21,Male,European-American/White,Fort Myers,FL,lee,2013,12071
21,Male,Hispanic/Latino,San Diego,CA,san diego,2013,6073
21,Male,Hispanic/Latino,Nogales,AZ,santa cruz,2013,4023
21,Male,European-American/White,Waverly,GA,camden,2013,13039
21,Male,European-American/White,Buckeye,AZ,maricopa,2013,4013
21,Male,European-American/White,Olathe,KS,johnson,2013,20091
21,Male,African-American/Black,New Kensington,PA,westmoreland,2013,42129
21,Male,African-American/Black,Augusta,GA,richmond,2013,13245
21,Male,Hispanic/Latino,Poth,TX,wilson,2013,48493
21,Male,European-American/White,Altoona,PA,blair,2013,42013
21,Female,European-American/White,Albuquerque,NM,bernalillo,2013,35001
21,Female,European-American/White,Canton,OH,stark,2013,39151
21,Male,African-American/Black,Fort Wayne,IN,allen,2013,18003
21,Male,Hispanic/Latino,Austin,TX,travis,2013,48453
21,Male,Native American/Alaskan,Seattle,WA,king,2013,53033
21,Male,European-American/White,Columbia,TN,maury,2013,47119
21,Male,European-American/White,Longmont,CO,boulder,2013,8013
21,Male,African-American/Black,Dallas,TX,dallas,2013,48113
21,Male,European-American/White,Kansas City,MO,jackson,2013,29095
21,Male,African-American/Black,Bridgeport,CT,fairfield,2013,9001
