GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021
"G4201290","2011-2015",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westmoreland County, Pennsylvania",361251,357482,340727,8340,273,3033,7,164,4938,308,4630,3769,2476,197,137,4,22,386,547,231,316,"Westmoreland County, Pennsylvania",0,0,92,385,99,329,13,94,517,339,424,0,325,93,145,6,33,138,196,129,143
"G4201310","2011-2015",,,"Pennsylvania","42","Wyoming County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, Pennsylvania",28147,27648,26954,199,14,123,0,17,341,0,341,499,424,6,2,0,0,60,7,0,7,"Wyoming County, Pennsylvania",0,0,12,38,8,40,18,16,62,18,62,0,32,7,3,18,18,32,8,18,8
"G4201330","2011-2015",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Pennsylvania",439660,411326,373619,22942,324,5926,26,521,7968,192,7776,28334,16923,2827,82,63,42,6442,1955,896,1059,"York County, Pennsylvania",0,0,158,653,131,279,36,214,760,139,724,0,1056,780,50,55,47,910,371,334,289
"G4400010","2011-2015",,,"Rhode Island","44","Bristol County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol County, Rhode Island",49176,48012,45959,578,0,775,12,2,686,26,660,1164,904,44,13,31,0,120,52,7,45,"Bristol County, Rhode Island",0,0,26,103,26,87,14,4,147,30,144,0,127,36,22,45,26,112,53,11,49
"G4400030","2011-2015",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Rhode Island",164958,158409,148775,2183,150,3893,9,344,3055,192,2863,6549,3885,125,61,78,0,2031,369,203,166,"Kent County, Rhode Island",0,0,203,210,95,251,16,181,376,124,347,0,442,104,52,102,29,452,178,134,98
"G4400050","2011-2015",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport County, Rhode Island",82663,78402,71438,2615,157,1430,13,279,2470,178,2292,4261,2632,292,9,8,0,971,349,71,278,"Newport County, Rhode Island",0,0,235,315,71,145,20,200,353,157,346,0,372,144,14,15,29,355,188,51,176
"G4400070","2011-2015",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence County, Rhode Island",630459,502241,403279,49082,2537,25287,316,6676,15064,2782,12282,128218,59906,11469,1124,447,16,49653,5603,2876,2727,"Providence County, Rhode Island",0,0,807,1097,339,586,173,927,1268,592,1069,0,2356,1431,443,169,19,2722,773,550,581
"G4400090","2011-2015",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Rhode Island",126405,122809,115794,1836,1055,2234,0,61,1829,89,1740,3596,2287,19,0,30,7,948,305,241,64,"Washington County, Rhode Island",0,0,68,209,125,237,29,54,355,44,345,0,280,23,29,31,11,232,195,202,53
"G4500010","2011-2015",,,"South Carolina","45","Abbeville County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbeville County, South Carolina",24997,24696,17229,6986,32,0,0,0,449,12,437,301,241,0,0,0,0,60,0,0,0,"Abbeville County, South Carolina",0,0,16,142,22,23,23,23,144,16,143,0,53,23,23,23,23,53,23,23,23
"G4500030","2011-2015",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aiken County, South Carolina",163908,155294,110091,40325,353,1225,49,127,3124,54,3070,8614,4108,328,5,33,0,3752,388,284,104,"Aiken County, South Carolina",0,0,82,407,198,179,73,77,481,38,477,0,617,193,9,52,29,663,257,240,109
"G4500050","2011-2015",,,"South Carolina","45","Allendale County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allendale County, South Carolina",9838,9561,2286,7258,0,0,0,0,17,0,17,277,141,3,0,0,0,130,3,3,0,"Allendale County, South Carolina",0,0,17,24,17,17,17,17,24,17,24,0,105,6,17,17,17,105,6,6,17
"G4500070","2011-2015",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, South Carolina",191215,184818,148792,30984,448,1599,54,149,2792,86,2706,6397,4318,349,70,38,28,1281,313,178,135,"Anderson County, South Carolina",0,0,90,416,161,195,49,95,460,98,459,0,662,222,82,61,39,562,205,157,115
"G4500090","2011-2015",,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bamberg County, South Carolina",15432,15239,5477,9615,10,61,0,19,57,8,49,193,52,0,0,0,0,139,2,0,2,"Bamberg County, South Carolina",0,128,32,154,17,45,19,29,39,17,35,128,62,19,19,19,19,110,4,19,4
"G4500110","2011-2015",,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnwell County, South Carolina",22098,21586,11366,9892,77,156,0,0,95,0,95,512,63,47,37,0,9,336,20,0,20,"Barnwell County, South Carolina",0,0,23,119,90,21,23,23,64,23,64,0,49,53,53,23,17,121,22,23,22
"G4500130","2011-2015",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, South Carolina",171420,151763,114710,31600,306,2000,70,87,2990,42,2948,19657,11525,304,26,55,0,6803,944,577,367,"Beaufort County, South Carolina",0,0,83,503,137,179,76,69,546,52,541,0,1284,113,32,69,29,1373,395,352,197
"G4500150","2011-2015",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, South Carolina",193613,181889,123907,47090,921,4667,169,269,4866,62,4804,11724,6472,350,80,148,0,4133,541,322,219,"Berkeley County, South Carolina",0,0,82,602,205,305,65,217,766,49,751,0,739,154,72,138,29,784,206,165,125
"G4500170","2011-2015",,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, South Carolina",14958,14474,7978,6330,33,0,0,0,133,13,120,484,130,13,0,0,0,332,9,9,0,"Calhoun County, South Carolina",0,0,19,114,33,19,19,19,106,17,106,0,114,17,19,19,19,123,12,12,19
"G4500190","2011-2015",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charleston County, South Carolina",372904,353852,235661,106155,593,5114,130,234,5965,102,5863,19052,14861,894,62,24,0,2622,589,316,273,"Charleston County, South Carolina",0,0,116,621,165,348,82,120,810,86,799,0,953,453,49,27,29,799,310,232,205
"G4500210","2011-2015",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, South Carolina",55863,53632,40918,11240,124,310,17,68,955,30,925,2231,1340,10,42,0,0,830,9,0,9,"Cherokee County, South Carolina",0,0,80,238,124,70,26,77,305,33,301,0,405,12,51,29,29,405,15,29,15
"G4500230","2011-2015",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, South Carolina",32556,31994,19197,12373,64,24,9,12,315,0,315,562,364,130,0,0,0,28,40,24,16,"Chester County, South Carolina",0,0,26,129,56,22,14,21,111,26,111,0,116,114,26,26,26,29,44,37,25
"G4500250","2011-2015",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesterfield County, South Carolina",46192,44363,28331,15287,66,244,7,0,428,11,417,1829,1169,49,41,0,0,497,73,39,34,"Chesterfield County, South Carolina",0,0,6,165,68,37,14,26,157,14,159,0,308,57,49,26,26,287,71,57,37
"G4500270","2011-2015",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarendon County, South Carolina",34178,33202,16098,16636,46,52,0,4,366,6,360,976,458,94,0,0,0,341,83,21,62,"Clarendon County, South Carolina",0,0,26,175,36,50,26,7,189,8,189,0,125,47,26,26,26,119,61,21,56
"G4500290","2011-2015",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colleton County, South Carolina",38004,36879,21362,14497,295,14,386,17,308,0,308,1125,588,91,0,0,0,397,49,42,7,"Colleton County, South Carolina",0,0,19,461,69,14,375,19,170,26,170,0,308,120,26,26,26,313,94,82,13
"G4500310","2011-2015",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darlington County, South Carolina",67922,66640,37556,27588,182,385,0,9,920,5,915,1282,910,4,0,18,0,312,38,23,15,"Darlington County, South Carolina",0,0,9,296,76,31,29,12,315,9,316,0,188,8,29,27,29,171,48,41,19
"G4500330","2011-2015",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillon County, South Carolina",31435,30637,14715,14370,799,74,6,0,673,0,673,798,179,292,61,0,0,266,0,0,0,"Dillon County, South Carolina",0,0,26,449,93,82,11,26,432,26,432,0,170,209,82,26,26,182,26,26,26
"G4500350","2011-2015",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",145715,138735,94831,36673,756,2491,130,95,3759,12,3747,6980,4348,499,0,0,0,1640,493,248,245,"Dorchester County, South Carolina",0,0,48,655,195,300,88,109,786,21,782,0,593,269,29,29,29,491,281,243,197
"G4500370","2011-2015",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgefield County, South Carolina",26466,24971,14896,9672,47,91,0,11,254,0,254,1495,731,23,33,0,0,535,173,151,22,"Edgefield County, South Carolina",0,0,23,183,44,44,23,21,189,23,189,0,219,25,35,23,23,211,151,145,31
"G4500390","2011-2015",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, South Carolina",23108,22674,8753,13256,0,62,0,30,573,37,536,434,285,17,0,0,0,132,0,0,0,"Fairfield County, South Carolina",0,0,64,318,23,77,23,46,317,64,314,0,169,31,23,23,23,161,23,23,23
"G4500410","2011-2015",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, South Carolina",138330,135044,73636,57362,308,1598,44,36,2060,10,2050,3286,2301,383,0,9,0,387,206,31,175,"Florence County, South Carolina",0,0,20,444,107,212,61,45,499,18,498,0,379,207,29,16,29,330,178,28,178
"G4500430","2011-2015",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown County, South Carolina",60572,58697,37991,19696,106,248,17,98,541,97,444,1875,785,93,0,0,0,966,31,26,5,"Georgetown County, South Carolina",0,0,88,178,65,108,27,86,221,110,190,0,282,119,29,29,29,280,43,42,10
"G4500450","2011-2015",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville County, South Carolina",474903,434127,330124,85657,828,10107,239,424,6748,93,6655,40776,31965,1154,166,42,0,5398,2051,1224,827,"Greenville County, South Carolina",0,0,177,605,177,364,40,238,662,51,667,0,1096,362,63,36,29,853,567,451,309
"G4500470","2011-2015",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenwood County, South Carolina",69771,65776,42193,21326,26,514,113,74,1530,127,1403,3995,2413,393,0,0,0,1098,91,21,70,"Greenwood County, South Carolina",0,0,39,505,26,120,169,69,499,102,489,0,479,280,29,29,29,393,105,24,109
"G4500490","2011-2015",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton County, South Carolina",20473,19683,8446,11015,40,23,0,8,151,9,142,790,259,8,0,0,24,462,37,25,12,"Hampton County, South Carolina",0,0,18,84,31,22,23,16,78,18,76,0,100,16,23,23,47,136,35,23,29
"G4500510","2011-2015",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Horry County, South Carolina",290730,273091,223819,39099,1172,3313,186,928,4574,153,4421,17639,10460,768,50,0,34,5666,661,359,302,"Horry County, South Carolina",0,0,438,681,265,240,114,449,756,192,794,0,1062,363,51,29,50,1019,262,157,190
"G4500530","2011-2015",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, South Carolina",26549,22836,10710,11626,0,166,0,21,313,0,313,3713,2299,46,0,0,0,1263,105,0,105,"Jasper County, South Carolina",0,0,30,165,23,71,23,30,185,23,185,0,512,66,23,23,23,497,138,23,138
"G4500550","2011-2015",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kershaw County, South Carolina",62722,60180,43207,15491,107,308,0,16,1051,0,1051,2542,1294,111,0,0,0,809,328,240,88,"Kershaw County, South Carolina",0,0,28,218,77,110,29,28,268,29,268,0,287,103,29,29,29,248,167,167,71
"G4500570","2011-2015",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, South Carolina",81263,77290,56912,18512,312,613,53,141,747,35,712,3973,3088,13,0,0,0,527,345,108,237,"Lancaster County, South Carolina",0,0,78,292,53,99,62,100,276,45,285,0,419,19,29,29,29,350,338,102,265
"G4500590","2011-2015",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, South Carolina",66389,63523,45381,16803,52,181,0,4,1102,25,1077,2866,1313,43,34,10,0,1317,149,53,96,"Laurens County, South Carolina",0,0,34,263,41,57,29,13,283,30,282,0,307,39,59,15,29,310,117,62,97
"G4500610","2011-2015",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, South Carolina",18461,18068,6028,11634,24,8,0,20,354,89,265,393,52,332,0,0,0,9,0,0,0,"Lee County, South Carolina",0,0,139,107,25,17,19,24,153,119,113,0,70,73,19,19,19,17,19,19,19
"G4500630","2011-2015",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington County, South Carolina",273843,258264,208072,39461,718,4294,140,431,5148,144,5004,15579,10834,289,83,7,0,3491,875,583,292,"Lexington County, South Carolina",0,0,235,482,233,261,33,285,593,78,592,0,742,124,55,11,29,740,330,262,168
"G4500650","2011-2015",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCormick County, South Carolina",9895,9780,4809,4768,15,13,0,21,154,0,154,115,109,0,0,1,0,0,5,5,0,"McCormick County, South Carolina",0,0,17,92,17,20,17,28,77,17,77,0,9,17,17,3,17,17,9,9,17
"G4500670","2011-2015",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, South Carolina",32167,31301,12676,17920,148,192,0,7,358,9,349,866,415,77,0,21,0,256,97,63,34,"Marion County, South Carolina",0,0,14,170,67,61,26,14,204,12,203,0,179,90,26,34,26,72,113,98,65
"G4500690","2011-2015",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlboro County, South Carolina",27993,27121,11137,14186,1035,75,21,26,641,65,576,872,424,30,57,0,0,325,36,24,12,"Marlboro County, South Carolina",0,0,22,135,201,25,34,23,233,72,223,0,119,33,43,23,23,94,26,29,18
"G4500710","2011-2015",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newberry County, South Carolina",37690,34943,22675,11306,62,243,20,63,574,0,574,2747,583,3,0,0,0,1989,172,172,0,"Newberry County, South Carolina",0,0,102,239,74,26,29,102,267,26,267,0,292,6,26,26,26,355,149,149,26
"G4500730","2011-2015",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, South Carolina",74949,71333,63932,5561,157,484,0,22,1177,7,1170,3616,2184,59,0,0,0,1120,253,253,0,"Oconee County, South Carolina",0,0,28,228,67,107,29,26,274,12,275,0,422,76,29,29,29,376,162,162,29
"G4500750","2011-2015",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg County, South Carolina",90575,88729,30444,55836,303,915,13,210,1008,9,999,1846,641,224,0,13,0,641,327,93,234,"Orangeburg County, South Carolina",0,0,47,369,132,35,28,256,328,15,327,0,255,126,29,21,29,250,253,101,263
"G4500770","2011-2015",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, South Carolina",120124,116129,103895,7974,431,2001,91,179,1558,2,1556,3995,2615,41,19,0,0,981,339,310,29,"Pickens County, South Carolina",0,0,84,252,96,183,126,147,298,4,298,0,312,39,30,29,29,311,171,166,28
"G4500790","2011-2015",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, South Carolina",397899,378133,176322,180888,512,10579,363,454,9015,221,8794,19766,10263,1574,63,87,12,5815,1952,1293,659,"Richland County, South Carolina",0,0,108,986,168,336,137,170,1121,128,1112,0,889,431,51,94,19,868,503,431,236
"G4500810","2011-2015",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saluda County, South Carolina",20000,17035,11646,5201,15,0,0,0,173,0,173,2965,821,45,36,0,0,2022,41,34,7,"Saluda County, South Carolina",0,0,23,66,25,23,23,23,64,23,64,0,359,68,51,23,23,392,56,52,16
"G4500830","2011-2015",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spartanburg County, South Carolina",291240,272988,201442,59733,545,6470,86,396,4316,187,4129,18252,11143,857,100,25,0,5309,818,494,324,"Spartanburg County, South Carolina",0,0,214,570,137,294,51,205,587,183,551,0,1079,350,118,35,29,968,318,243,187
"G4500850","2011-2015",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, South Carolina",107777,103767,50128,49801,198,1370,0,17,2253,25,2228,4010,2573,125,16,25,0,1036,235,191,44,"Sumter County, South Carolina",0,0,37,413,109,156,29,37,467,55,466,0,427,90,25,29,29,363,166,149,62
"G4500870","2011-2015",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Carolina",28125,27796,18436,8802,40,0,0,19,499,0,499,329,255,3,0,0,0,19,52,16,36,"Union County, South Carolina",0,0,23,190,36,23,23,29,194,23,194,0,65,7,23,23,23,33,57,23,41
"G4500890","2011-2015",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg County, South Carolina",33238,32500,10427,21762,33,51,0,0,227,29,198,738,214,197,0,0,0,132,195,113,82,"Williamsburg County, South Carolina",0,0,29,175,47,91,26,26,155,57,139,0,128,113,26,26,26,96,131,91,106
"G4500910","2011-2015",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, South Carolina",240076,228451,172474,45212,1499,4091,55,292,4828,71,4757,11625,8006,234,47,0,13,2682,643,360,283,"York County, South Carolina",0,0,208,578,241,268,51,218,646,71,652,0,750,162,58,29,20,696,266,207,158
