"","2.5%","50%","97.5%"
"post.blk.quantiles",1.8705854059799,2.12031390900328,2.40215036241538
"post.lat.quantiles",0.816492307961755,0.979968461024826,1.17811666231228
"post.wht.quantiles",0.593640171909176,0.639012598841445,0.688610992514731
"post.tot.quantiles",0.82162480133063,0.901051403258697,0.993896226905286
"black.one.year",257.003133393017,291.313786929275,330.035810205909
"latino.one.year",150.149955237243,180.212623097583,216.651354073411
"white.one.year",459.599373321397,494.726947179946,533.126286929275
"total.one.year",970.170490152193,1063.95702775291,1173.58773500448
