"","homicide_black","homicide_white","homicide_latino","homicide_total","d.black","d.latino","d.white","d.total","black.men","white.men","latino.men","tot.men","ratio_black","ratio_white","ratio_latino","ratio_total","homicide_amind","d.amind","ratio_amind","amind.men","homicide_api","d.api","ratio_api","api.men","rate_black","rate_latino","rate_white","rate_amind","rate_api","rate_total"
"1",6973.4,3205.6,2041.4,12611.4,290.660250671441,187.074753804834,489.008504923903,1028.50268576544,13739182,77420531,18389635,118079504,0.0416812818239942,0.152548198441447,0.0916404202041905,0.0815534108636189,191.8,18.1356311548791,0.0945549069597453,1429537,205,20.7497761862131,0.101218420420552,6922619,2.11555717561236,1.01728366987618,0.631626389805959,1.26863670928973,0.299738815413835,0.871025581006373
